"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","4205","0.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","","","","","","",""
"","","","","","instructions","1","14942","0.0-1.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":10731}]","10732","","","","","",""
"","","","","","instructions","2","20166","0.0-2.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":5222}]","5223","","","","","",""
"true","","","","","fullscreen","3","23882","0.0-3.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","2702","","","","","",""
"","","","","","instructions","4","42281","0.0-4.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":18396}]","18398","","","","","",""
"","","","","","instructions","5","52780","0.0-5.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":10497}]","10498","","","","","",""
"","","","","","html-keyboard-response","6","56786","0.0-6.0-0.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","73004","0.0-6.0-0.0-1.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","16212","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","12000","view"
"","","","","","html-keyboard-response","8","85027","0.0-6.0-0.0-2.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen","blue","12000",""
"","","","","","html-keyboard-response","9","89041","0.0-6.0-1.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","12000",""
"","","","","","html-button-response","10","105307","0.0-6.0-1.0-1.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","16263","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","blue","8000","skip"
"","","","","","html-keyboard-response","11","107327","0.0-6.0-1.0-5.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","blue","8000",""
"","","","","","html-keyboard-response","12","111345","0.0-6.0-2.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","8000",""
"","","","","","html-button-response","13","112517","0.0-6.0-2.0-1.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","1169","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","blue","12000","skip"
"","","","","","html-keyboard-response","14","114532","0.0-6.0-2.0-5.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","blue","12000",""
"","","","","","html-keyboard-response","15","118536","0.0-6.0-3.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","12000",""
"","","","","","html-button-response","16","131692","0.0-6.0-3.0-1.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","13153","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","blue","12000","skip"
"","","","","","html-keyboard-response","17","133696","0.0-6.0-3.0-5.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","blue","12000",""
"","","","","","html-keyboard-response","18","137710","0.0-6.0-4.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","12000",""
"","","","","","html-button-response","19","145451","0.0-6.0-4.0-1.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","7739","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","red","12000","view"
"","","","","","html-keyboard-response","20","157458","0.0-6.0-4.0-2.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen","red","12000",""
"","","","","","html-keyboard-response","21","161466","0.0-6.0-5.0-0.0","E576885DECB24A12965869AAD542E730","019a73f8-bdfc-7dec-a2a6-7714ccdc6a7b","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","12000",""
