"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","3681","0.0-0.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","","","","","",""
"","","","","","instructions","1","6131","0.0-1.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","[{""page_index"":0,""viewing_time"":2448}]","2448","","","","",""
"","","","","","instructions","2","10729","0.0-2.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","[{""page_index"":0,""viewing_time"":4598}]","4598","","","","",""
"true","","","","","fullscreen","3","14215","0.0-3.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","2483","","","","",""
"","","","","","instructions","4","68642","0.0-4.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","[{""page_index"":0,""viewing_time"":54426}]","54426","","","","",""
"","","","","","html-keyboard-response","5","74644","0.0-5.0-0.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","80438","0.0-5.0-1.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","5792","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","86439","0.0-5.0-3.0-0.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","89383","0.0-5.0-4.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","2942","","{""Q0"":4}","surprise_rating","","[0]"
"","","","","","survey-likert","9","91382","0.0-5.0-5.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","1997","","{""Q0"":4}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","97384","0.0-6.0-0.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","11","101024","0.0-6.0-1.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","3639","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>3 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","12","107025","0.0-6.0-3.0-0.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","13","111030","0.0-6.0-4.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","4004","","{""Q0"":4}","surprise_rating","","[0]"
"","","","","","survey-likert","14","113094","0.0-6.0-5.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","2063","","{""Q0"":4}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","15","119095","0.0-7.0-0.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","16","120651","0.0-7.0-1.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","1555","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>3 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","17","126653","0.0-7.0-3.0-0.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","18","129009","0.0-7.0-4.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","2355","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","19","130477","0.0-7.0-5.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","1468","","{""Q0"":4}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","20","136479","0.0-8.0-0.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","21","138410","0.0-8.0-1.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","1929","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","0","offer_choice","view",""
"","","","","","html-keyboard-response","22","144411","0.0-8.0-2.0-0.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_b.png"" style=""width:300px;height:300px;"">
                   </div>","null","view_card_b","",""
"","","","","","html-keyboard-response","23","150413","0.0-8.0-2.0-1.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_c.png"" style=""width:300px;height:300px;"">
                   </div>","null","view_card_c","",""
"","","","","","survey-likert","24","155545","0.0-8.0-4.0","5207BBE00D134197A60FD020A8B4445D","019a563d-1a97-7890-814c-06d2b1f9c49f","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","5131","","{""Q0"":4}","surprise_rating","","[0]"
