"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","1688","0.0-0.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","","","","",""
"","","","","","instructions","1","3233","0.0-1.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","[{""page_index"":0,""viewing_time"":1544}]","1544","","","",""
"","","","","","instructions","2","6326","0.0-2.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","[{""page_index"":0,""viewing_time"":3092}]","3092","","","",""
"true","","","","","fullscreen","3","8513","0.0-3.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","1185","","","",""
"","","","","","instructions","4","12335","0.0-4.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","[{""page_index"":0,""viewing_time"":3822}]","3822","","","",""
"","","","","","html-keyboard-response","5","19338","0.0-5.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","6","26340","0.0-6.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","7","33343","0.0-7.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","8","35037","0.0-8.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","1693","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","9","42040","0.0-9.0-0.0-0.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","10","44357","0.0-10.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","2316","","{""Q0"":2}","","[0]"
"","","","","","survey-likert","11","45971","0.0-11.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","1614","","{""Q0"":2}","","[0]"
"","","","","","html-keyboard-response","12","52974","0.0-12.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","13","59976","0.0-13.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","14","66978","0.0-14.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","15","73980","0.0-15.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","16","76301","0.0-16.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","2320","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","1",""
"","","","","","html-keyboard-response","17","83304","0.0-17.0-1.0-0.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_4/semantic_series_4_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","18","85920","0.0-18.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","2616","","{""Q0"":2}","","[0]"
"","","","","","survey-likert","19","87269","0.0-19.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","1348","","{""Q0"":2}","","[0]"
"","","","","","html-keyboard-response","20","94272","0.0-20.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","21","101273","0.0-21.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","22","108275","0.0-22.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","23","115277","0.0-23.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","24","117080","0.0-24.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","1801","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","25","124082","0.0-25.0-0.0-0.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","26","126568","0.0-26.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","2485","","{""Q0"":3}","","[0]"
"","","","","","survey-likert","27","127887","0.0-27.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","1318","","{""Q0"":2}","","[0]"
"","","","","","html-keyboard-response","28","134890","0.0-28.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","29","141892","0.0-29.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","30","148894","0.0-30.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","31","155896","0.0-31.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","32","161441","0.0-32.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","5544","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","33","168442","0.0-33.0-0.0-0.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","34","170127","0.0-34.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","1684","","{""Q0"":2}","","[0]"
"","","","","","survey-likert","35","176013","0.0-35.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","5885","","{""Q0"":2}","","[0]"
"","","","","","html-keyboard-response","36","183016","0.0-36.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","37","190019","0.0-37.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","38","197021","0.0-38.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","39","204023","0.0-39.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","40","205257","0.0-40.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","1233","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","41","212259","0.0-41.0-0.0-0.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","42","213727","0.0-42.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","1467","","{""Q0"":3}","","[0]"
"","","","","","survey-likert","43","215432","0.0-43.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","1704","","{""Q0"":1}","","[0]"
"","","","","","html-keyboard-response","44","222434","0.0-44.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","45","229436","0.0-45.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","46","236437","0.0-46.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","47","243439","0.0-47.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","48","246197","0.0-48.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","2757","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","49","253199","0.0-49.0-0.0-0.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","50","255612","0.0-50.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","2412","","{""Q0"":2}","","[0]"
"","","","","","survey-likert","51","258039","0.0-51.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","2426","","{""Q0"":2}","","[0]"
"","","","","","html-keyboard-response","52","265042","0.0-52.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","53","272044","0.0-53.0","D7D05169A740446D840874A0CC99131A","0199d464-823a-7dcc-a6c7-12b51292fc72","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
