"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","209","0.0-0.0","CEFD2FE92E6847B2B27FF0175811CE81","0199d6d8-3d06-7758-af20-7844b61226de","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","","","","","","","",""
"","","","","","instructions","1","5397","0.0-1.0","CEFD2FE92E6847B2B27FF0175811CE81","0199d6d8-3d06-7758-af20-7844b61226de","0199d6c6-52b5-75b7-8a11-3e0d2849423a","[{""page_index"":0,""viewing_time"":5187}]","5187","","","","","","",""
"","","","","","instructions","2","9413","0.0-2.0","CEFD2FE92E6847B2B27FF0175811CE81","0199d6d8-3d06-7758-af20-7844b61226de","0199d6c6-52b5-75b7-8a11-3e0d2849423a","[{""page_index"":0,""viewing_time"":4016}]","4016","","","","","","",""
"true","","","","","fullscreen","3","12513","0.0-3.0","CEFD2FE92E6847B2B27FF0175811CE81","0199d6d8-3d06-7758-af20-7844b61226de","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","2097","","","","","","",""
"","","","","","instructions","4","40299","0.0-4.0","CEFD2FE92E6847B2B27FF0175811CE81","0199d6d8-3d06-7758-af20-7844b61226de","0199d6c6-52b5-75b7-8a11-3e0d2849423a","[{""page_index"":0,""viewing_time"":27785}]","27785","","","","","","",""
"","","","","","html-keyboard-response","5","46302","0.0-5.0","CEFD2FE92E6847B2B27FF0175811CE81","0199d6d8-3d06-7758-af20-7844b61226de","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","A","",""
"","","","","","html-keyboard-response","6","52304","0.0-6.0","CEFD2FE92E6847B2B27FF0175811CE81","0199d6d8-3d06-7758-af20-7844b61226de","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","B","",""
"","","","","","html-keyboard-response","7","58307","0.0-7.0","CEFD2FE92E6847B2B27FF0175811CE81","0199d6d8-3d06-7758-af20-7844b61226de","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","C","",""
"","","","","","html-button-response","8","62062","0.0-8.0","CEFD2FE92E6847B2B27FF0175811CE81","0199d6d8-3d06-7758-af20-7844b61226de","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","3753","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","7","1","choice","0",""
"","","","","","html-keyboard-response","9","68064","0.0-9.0-0.0-0.0","CEFD2FE92E6847B2B27FF0175811CE81","0199d6d8-3d06-7758-af20-7844b61226de","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","D","",""
