"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","wait_time","view_history","rt","stimulus","response","phase","decision"
"true","false","[]","[]","[]","preload","0","1317","0.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","","","","",""
"","","","","","instructions","1","23836","0.0-1.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","[{""page_index"":0,""viewing_time"":22517}]","22518","","","",""
"","","","","","instructions","2","30153","0.0-2.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","[{""page_index"":0,""viewing_time"":6315}]","6316","","","",""
"true","","","","","fullscreen","3","33157","0.0-3.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","1992","","","",""
"","","","","","instructions","4","42832","0.0-4.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","[{""page_index"":0,""viewing_time"":9674}]","9675","","","",""
"","","","","","instructions","5","48974","0.0-5.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","[{""page_index"":0,""viewing_time"":6140}]","6140","","","",""
"","","","","","html-keyboard-response","6","54986","0.0-6.0-0.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","7","72853","0.0-6.0-0.0-1.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","17858","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","8","74863","0.0-6.0-0.0-5.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","9","80875","0.0-6.0-1.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","10","82280","0.0-6.0-1.0-1.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","1403","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","11","90294","0.0-6.0-1.0-2.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","12","96305","0.0-6.0-2.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","13","98218","0.0-6.0-2.0-1.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","1911","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","14","100224","0.0-6.0-2.0-5.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","15","106236","0.0-6.0-3.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","16","117092","0.0-6.0-3.0-1.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","10854","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","17","119100","0.0-6.0-3.0-5.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","18","125117","0.0-6.0-4.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","19","131863","0.0-6.0-4.0-1.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","6737","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has an effect â€” a cause leading to a result.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","20","133869","0.0-6.0-4.0-5.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","21","139878","0.0-6.0-5.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","22","141952","0.0-6.0-5.0-1.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","2072","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>6 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","23","143954","0.0-6.0-5.0-5.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","24","149957","0.0-6.0-6.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","25","158293","0.0-6.0-6.0-1.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","8334","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has an effect â€” a cause leading to a result.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","26","160297","0.0-6.0-6.0-5.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","27","166306","0.0-6.0-7.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","28","171662","0.0-6.0-7.0-1.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","5354","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has an effect â€” a cause leading to a result.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","29","173668","0.0-6.0-7.0-5.0-0.0","C290E2A417564E0CA04FCF8CF91BDC32","019a71e5-8fc9-75e8-90dd-8f3c587cada8","019a71d4-3bb5-733f-bbf5-9f78ac1bcf9d","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
