"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","1704","0.0-0.0","D324B499F0BC49A3BE1F611959D769FD","0199d195-71c9-728d-b40b-0c797306abe2","0199d186-0eff-7474-b70b-510438a34121","","","","","",""
"","","","","","instructions","1","250369","0.0-1.0","D324B499F0BC49A3BE1F611959D769FD","0199d195-71c9-728d-b40b-0c797306abe2","0199d186-0eff-7474-b70b-510438a34121","[{""page_index"":0,""viewing_time"":248665}]","248665","","","",""
"","","","","","instructions","2","258139","0.0-2.0","D324B499F0BC49A3BE1F611959D769FD","0199d195-71c9-728d-b40b-0c797306abe2","0199d186-0eff-7474-b70b-510438a34121","[{""page_index"":0,""viewing_time"":7769}]","7769","","","",""
"true","","","","","fullscreen","3","260373","0.0-3.0","D324B499F0BC49A3BE1F611959D769FD","0199d195-71c9-728d-b40b-0c797306abe2","0199d186-0eff-7474-b70b-510438a34121","","1233","","","",""
"","","","","","instructions","4","279402","0.0-4.0","D324B499F0BC49A3BE1F611959D769FD","0199d195-71c9-728d-b40b-0c797306abe2","0199d186-0eff-7474-b70b-510438a34121","[{""page_index"":0,""viewing_time"":19029}]","19029","","","",""
"","","","","","html-keyboard-response","5","286406","0.0-5.0","D324B499F0BC49A3BE1F611959D769FD","0199d195-71c9-728d-b40b-0c797306abe2","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","6","293411","0.0-6.0","D324B499F0BC49A3BE1F611959D769FD","0199d195-71c9-728d-b40b-0c797306abe2","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","7","300416","0.0-7.0","D324B499F0BC49A3BE1F611959D769FD","0199d195-71c9-728d-b40b-0c797306abe2","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","8","302866","0.0-8.0","D324B499F0BC49A3BE1F611959D769FD","0199d195-71c9-728d-b40b-0c797306abe2","0199d186-0eff-7474-b70b-510438a34121","","2449","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","9","309879","0.0-9.0-0.0-0.0","D324B499F0BC49A3BE1F611959D769FD","0199d195-71c9-728d-b40b-0c797306abe2","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
