"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","2015","0.0-0.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","","","","",""
"","","","","","instructions","1","9666","0.0-1.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","[{""page_index"":0,""viewing_time"":7651}]","7651","","","",""
"","","","","","instructions","2","14247","0.0-2.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","[{""page_index"":0,""viewing_time"":4580}]","4580","","","",""
"true","","","","","fullscreen","3","17209","0.0-3.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","1945","","","",""
"","","","","","instructions","4","29031","0.0-4.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","[{""page_index"":0,""viewing_time"":11821}]","11822","","","",""
"","","","","","html-keyboard-response","5","36043","0.0-5.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","6","43049","0.0-6.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","7","50053","0.0-7.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","8","52670","0.0-8.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","2615","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","1",""
"","","","","","html-keyboard-response","9","59684","0.0-9.0-1.0-0.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_4/semantic_series_4_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","10","65630","0.0-10.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","5944","","{""Q0"":4}","","[0]"
"","","","","","survey-likert","11","68888","0.0-11.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","3258","","{""Q0"":2}","","[0]"
"","","","","","html-keyboard-response","12","75893","0.0-12.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","13","82906","0.0-13.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","14","89908","0.0-14.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","15","96914","0.0-15.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","16","98153","0.0-16.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","1238","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","17","105164","0.0-17.0-0.0-0.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","18","111820","0.0-18.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","6656","","{""Q0"":2}","","[0]"
"","","","","","survey-likert","19","115780","0.0-19.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","3960","","{""Q0"":1}","","[0]"
"","","","","","html-keyboard-response","20","122792","0.0-20.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","21","129797","0.0-21.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","22","136811","0.0-22.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","23","143823","0.0-23.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","24","145317","0.0-24.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","1493","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","25","152324","0.0-25.0-0.0-0.0","A15F48E3E3EF4D23B10814F86CD716BB","0199d159-4258-7f30-8e08-19671b9f52d5","0199d150-d572-71e8-9cbf-93368501134d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
