"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","1907","0.0-0.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","","","","","","",""
"","","","","","instructions","1","4640","0.0-1.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":2732}]","2732","","","","",""
"","","","","","instructions","2","8224","0.0-2.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":3583}]","3583","","","","",""
"true","","","","","fullscreen","3","16238","0.0-3.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","","7009","","","","",""
"","","","","","instructions","4","35022","0.0-4.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":18783}]","18783","","","","",""
"","","","","","html-keyboard-response","5","42028","0.0-5.0-0.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","6","44074","0.0-5.0-1.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","","2045","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","7","51086","0.0-5.0-2.0-0.0-0.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_b","",""
"","","","","","html-keyboard-response","8","58102","0.0-5.0-2.0-0.0-1.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_c","",""
"","","","","","survey-likert","9","63159","0.0-5.0-3.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","","5054","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","10","67200","0.0-5.0-4.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","","4040","","{""Q0"":2}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","11","74204","0.0-6.0-0.0","C083122313ED412FA4EB27591D1A7887","019a5259-49a9-76c1-84b5-df77697d9479","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
