"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","766","0.0-0.0","94A944252CFB4144A16F5870BF0B7D5E","0199d686-194f-7c1b-a032-420058b05039","0199d675-8795-765b-adc2-c813de8cd3d1","","","","","","","","",""
"","","","","","instructions","1","2470","0.0-1.0","94A944252CFB4144A16F5870BF0B7D5E","0199d686-194f-7c1b-a032-420058b05039","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":1703}]","1704","","","","","","",""
"","","","","","instructions","2","113809","0.0-2.0","94A944252CFB4144A16F5870BF0B7D5E","0199d686-194f-7c1b-a032-420058b05039","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":111338}]","111339","","","","","","",""
"true","","","","","fullscreen","3","141038","0.0-3.0","94A944252CFB4144A16F5870BF0B7D5E","0199d686-194f-7c1b-a032-420058b05039","0199d675-8795-765b-adc2-c813de8cd3d1","","26227","","","","","","",""
"","","","","","instructions","4","161477","0.0-4.0","94A944252CFB4144A16F5870BF0B7D5E","0199d686-194f-7c1b-a032-420058b05039","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":20439}]","20439","","","","","","",""
"","","","","","html-keyboard-response","5","167478","0.0-5.0","94A944252CFB4144A16F5870BF0B7D5E","0199d686-194f-7c1b-a032-420058b05039","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","2","A","",""
"","","","","","html-button-response","6","170189","0.0-6.0","94A944252CFB4144A16F5870BF0B7D5E","0199d686-194f-7c1b-a032-420058b05039","0199d675-8795-765b-adc2-c813de8cd3d1","","2710","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","4","2","choice","0",""
"","","","","","html-keyboard-response","7","176190","0.0-7.0-0.0-0.0","94A944252CFB4144A16F5870BF0B7D5E","0199d686-194f-7c1b-a032-420058b05039","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","2","B","",""
"","","","","","html-keyboard-response","8","182191","0.0-7.0-0.0-1.0","94A944252CFB4144A16F5870BF0B7D5E","0199d686-194f-7c1b-a032-420058b05039","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","2","C","",""
"","","","","","html-keyboard-response","9","188193","0.0-7.0-0.0-2.0","94A944252CFB4144A16F5870BF0B7D5E","0199d686-194f-7c1b-a032-420058b05039","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","2","D","",""
