"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","2689","0.0-0.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","","","","",""
"","","","","","instructions","1","5886","0.0-1.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","[{""page_index"":0,""viewing_time"":3194}]","3194","","","",""
"","","","","","instructions","2","16512","0.0-2.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","[{""page_index"":0,""viewing_time"":10624}]","10625","","","",""
"true","","","","","fullscreen","3","20101","0.0-3.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","2573","","","",""
"","","","","","instructions","4","42630","0.0-4.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","[{""page_index"":0,""viewing_time"":22527}]","22527","","","",""
"","","","","","html-keyboard-response","5","49635","0.0-5.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","6","56651","0.0-6.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","7","63666","0.0-7.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","8","67255","0.0-8.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","3586","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","1",""
"","","","","","html-keyboard-response","9","74261","0.0-9.0-1.0-0.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_3/semantic_series_3_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","10","82074","0.0-10.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","7808","","{""Q0"":4}","","[0]"
"","","","","","survey-likert","11","87719","0.0-11.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","5643","","{""Q0"":3}","","[0]"
"","","","","","html-keyboard-response","12","94726","0.0-12.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","13","101742","0.0-13.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","14","108749","0.0-14.0","814071D3BCE642059E50118952F1D904","0199d049-b746-70ee-bdf3-7d70d0c0e1fb","0199d03a-64b5-7588-a054-13255d1a32c0","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
