"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","wait_time","view_history","rt","stimulus","response","phase","decision"
"true","false","[]","[]","[]","preload","0","9556","0.0-0.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","","","","",""
"","","","","","instructions","1","21097","0.0-1.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":11537}]","11537","","","",""
"","","","","","instructions","2","33881","0.0-2.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":12783}]","12784","","","",""
"true","","","","","fullscreen","3","39223","0.0-3.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","4334","","","",""
"","","","","","instructions","4","77440","0.0-4.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":38214}]","38214","","","",""
"","","","","","instructions","5","96890","0.0-5.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":19450}]","19450","","","",""
"","","","","","html-keyboard-response","6","102899","0.0-6.0-0.0-0.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","7","121527","0.0-6.0-0.0-1.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","18623","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows a sequence of events with a cause-and-effect relationship.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","8","129535","0.0-6.0-0.0-2.0-0.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","9","135551","0.0-6.0-1.0-0.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","10","142444","0.0-6.0-1.0-1.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","6890","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows a sequence of unrelated events with no causal link.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","11","150456","0.0-6.0-1.0-2.0-0.0","F814DE8B45C149689827983916915C75","019a71bf-f2dd-72a5-85d9-41b699b8c88c","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
