"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","4798","0.0-0.0","D97AC09DC37641E181B59192611BB132","019a7454-11b3-7368-96c6-2a6e47621e7a","019a7450-0828-7dea-8b27-28dc1a381000","","","","","","","",""
"","","","","","instructions","1","155474","0.0-1.0","D97AC09DC37641E181B59192611BB132","019a7454-11b3-7368-96c6-2a6e47621e7a","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":150675}]","150675","","","","","",""
"","","","","","instructions","2","178858","0.0-2.0","D97AC09DC37641E181B59192611BB132","019a7454-11b3-7368-96c6-2a6e47621e7a","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":23384}]","23384","","","","","",""
"true","","","","","fullscreen","3","182078","0.0-3.0","D97AC09DC37641E181B59192611BB132","019a7454-11b3-7368-96c6-2a6e47621e7a","019a7450-0828-7dea-8b27-28dc1a381000","","2206","","","","","",""
"","","","","","instructions","4","266234","0.0-4.0","D97AC09DC37641E181B59192611BB132","019a7454-11b3-7368-96c6-2a6e47621e7a","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":84155}]","84156","","","","","",""
"","","","","","instructions","5","279521","0.0-5.0","D97AC09DC37641E181B59192611BB132","019a7454-11b3-7368-96c6-2a6e47621e7a","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":13287}]","13287","","","","","",""
"","","","","","html-keyboard-response","6","283525","0.0-6.0-0.0-0.0","D97AC09DC37641E181B59192611BB132","019a7454-11b3-7368-96c6-2a6e47621e7a","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","295506","0.0-6.0-0.0-1.0","D97AC09DC37641E181B59192611BB132","019a7454-11b3-7368-96c6-2a6e47621e7a","019a7450-0828-7dea-8b27-28dc1a381000","","11978","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","8000","view"
"","","","","","html-keyboard-response","8","303515","0.0-6.0-0.0-2.0-0.0","D97AC09DC37641E181B59192611BB132","019a7454-11b3-7368-96c6-2a6e47621e7a","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen","blue","8000",""
"","","","","","html-keyboard-response","9","307530","0.0-6.0-1.0-0.0","D97AC09DC37641E181B59192611BB132","019a7454-11b3-7368-96c6-2a6e47621e7a","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","8000",""
