"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","114","0.0-0.0","C3B12AB047A745259B0C1E8EE3509259","019a5277-6220-7b22-80f0-91ba7df42363","019a524e-1850-7fa4-8556-8a611a5fd0c9","","","","","","",""
"","","","","","instructions","1","218819","0.0-1.0","C3B12AB047A745259B0C1E8EE3509259","019a5277-6220-7b22-80f0-91ba7df42363","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":218704}]","218704","","","","",""
"","","","","","instructions","2","221994","0.0-2.0","C3B12AB047A745259B0C1E8EE3509259","019a5277-6220-7b22-80f0-91ba7df42363","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":3175}]","3175","","","","",""
"true","","","","","fullscreen","3","225724","0.0-3.0","C3B12AB047A745259B0C1E8EE3509259","019a5277-6220-7b22-80f0-91ba7df42363","019a524e-1850-7fa4-8556-8a611a5fd0c9","","2719","","","","",""
"","","","","","instructions","4","337954","0.0-4.0","C3B12AB047A745259B0C1E8EE3509259","019a5277-6220-7b22-80f0-91ba7df42363","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":112230}]","112230","","","","",""
"","","","","","html-keyboard-response","5","344964","0.0-5.0-0.0","C3B12AB047A745259B0C1E8EE3509259","019a5277-6220-7b22-80f0-91ba7df42363","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","6","349283","0.0-5.0-1.0","C3B12AB047A745259B0C1E8EE3509259","019a5277-6220-7b22-80f0-91ba7df42363","019a524e-1850-7fa4-8556-8a611a5fd0c9","","4318","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","7","356300","0.0-5.0-2.0-0.0-0.0","C3B12AB047A745259B0C1E8EE3509259","019a5277-6220-7b22-80f0-91ba7df42363","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_b","",""
"","","","","","html-keyboard-response","8","363304","0.0-5.0-2.0-0.0-1.0","C3B12AB047A745259B0C1E8EE3509259","019a5277-6220-7b22-80f0-91ba7df42363","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_c","",""
"","","","","","survey-likert","9","367355","0.0-5.0-3.0","C3B12AB047A745259B0C1E8EE3509259","019a5277-6220-7b22-80f0-91ba7df42363","019a524e-1850-7fa4-8556-8a611a5fd0c9","","4049","","{""Q0"":3}","surprise_rating","","[0]"
