"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice"
"true","false","[]","[]","[]","preload","0","3859","0.0-0.0","E01C9210356646AA9185414ECC61C26D","0199ca9e-195a-7077-a6db-d306c60b8834","0199ca9a-24f6-7920-8e89-34de50b14c43","","","","",""
"","","","","","instructions","1","23855","0.0-1.0","E01C9210356646AA9185414ECC61C26D","0199ca9e-195a-7077-a6db-d306c60b8834","0199ca9a-24f6-7920-8e89-34de50b14c43","[{""page_index"":0,""viewing_time"":19991}]","19992","","",""
"","","","","","instructions","2","30503","0.0-2.0","E01C9210356646AA9185414ECC61C26D","0199ca9e-195a-7077-a6db-d306c60b8834","0199ca9a-24f6-7920-8e89-34de50b14c43","[{""page_index"":0,""viewing_time"":6645}]","6646","","",""
"true","","","","","fullscreen","3","38286","0.0-3.0","E01C9210356646AA9185414ECC61C26D","0199ca9e-195a-7077-a6db-d306c60b8834","0199ca9a-24f6-7920-8e89-34de50b14c43","","6759","","",""
"","","","","","instructions","4","176027","0.0-4.0","E01C9210356646AA9185414ECC61C26D","0199ca9e-195a-7077-a6db-d306c60b8834","0199ca9a-24f6-7920-8e89-34de50b14c43","[{""page_index"":0,""viewing_time"":137737}]","137738","","",""
"","","","","","html-keyboard-response","5","183048","0.0-5.0","E01C9210356646AA9185414ECC61C26D","0199ca9e-195a-7077-a6db-d306c60b8834","0199ca9a-24f6-7920-8e89-34de50b14c43","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","6","190056","0.0-6.0","E01C9210356646AA9185414ECC61C26D","0199ca9e-195a-7077-a6db-d306c60b8834","0199ca9a-24f6-7920-8e89-34de50b14c43","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","7","197064","0.0-7.0","E01C9210356646AA9185414ECC61C26D","0199ca9e-195a-7077-a6db-d306c60b8834","0199ca9a-24f6-7920-8e89-34de50b14c43","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-button-response","8","200065","0.0-8.0","E01C9210356646AA9185414ECC61C26D","0199ca9e-195a-7077-a6db-d306c60b8834","0199ca9a-24f6-7920-8e89-34de50b14c43","","2994","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","1"
"","","","","","html-keyboard-response","9","207072","0.0-9.0-1.0-0.0","E01C9210356646AA9185414ECC61C26D","0199ca9e-195a-7077-a6db-d306c60b8834","0199ca9a-24f6-7920-8e89-34de50b14c43","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_5/semantic_series_5_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
