"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","1722","0.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","","","","","",""
"","","","","","instructions","1","28149","0.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","[{""page_index"":0,""viewing_time"":26425}]","26426","","","","",""
"","","","","","instructions","2","32951","0.0-2.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","[{""page_index"":0,""viewing_time"":4802}]","4802","","","","",""
"true","","","","","fullscreen","3","35823","0.0-3.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1871","","","","",""
"","","","","","instructions","4","59523","0.0-4.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","[{""page_index"":0,""viewing_time"":23699}]","23700","","","","",""
"","","","","","html-keyboard-response","5","65526","0.0-5.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","68180","0.0-5.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2652","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>3 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","74182","0.0-5.0-4.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","77239","0.0-5.0-5.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","3055","","{""Q0"":1}","surprise_rating","","[0]"
"","","","","","survey-likert","9","79739","0.0-5.0-6.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2498","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","85741","0.0-6.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","11","87035","0.0-6.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1293","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>3 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","12","93037","0.0-6.0-4.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","13","95931","0.0-6.0-5.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2893","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","14","98196","0.0-6.0-6.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2264","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","15","104198","0.0-7.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","16","105497","0.0-7.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1298","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","17","111498","0.0-7.0-4.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","18","113801","0.0-7.0-5.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2301","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","19","115410","0.0-7.0-6.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1608","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","20","121412","0.0-8.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","21","123313","0.0-8.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1900","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","22","129314","0.0-8.0-4.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","23","131185","0.0-8.0-5.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1870","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","24","132566","0.0-8.0-6.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1379","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","25","138567","0.0-9.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","26","140393","0.0-9.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1824","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","27","146395","0.0-9.0-4.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","28","150885","0.0-9.0-5.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","4489","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","29","152385","0.0-9.0-6.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1499","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","30","158387","0.0-10.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","31","167660","0.0-10.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","9272","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","32","173661","0.0-10.0-4.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","33","181466","0.0-10.0-5.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","7804","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","34","183787","0.0-10.0-6.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2320","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","35","189790","0.0-11.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","36","191073","0.0-11.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1282","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>3 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","37","197074","0.0-11.0-4.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","38","199525","0.0-11.0-5.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2450","","{""Q0"":1}","surprise_rating","","[0]"
"","","","","","survey-likert","39","202129","0.0-11.0-6.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2604","","{""Q0"":1}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","40","208132","0.0-12.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","41","208931","0.0-12.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","799","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","42","214933","0.0-12.0-4.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","43","217384","0.0-12.0-5.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2450","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","44","218619","0.0-12.0-6.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1234","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","45","224621","0.0-13.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","46","225581","0.0-13.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","959","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","47","231583","0.0-13.0-4.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","48","233440","0.0-13.0-5.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1857","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","49","234798","0.0-13.0-6.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1356","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","50","240800","0.0-14.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","51","254207","0.0-14.0-1.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","13406","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","52","260208","0.0-14.0-4.0-0.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","53","263052","0.0-14.0-5.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2843","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","54","264167","0.0-14.0-6.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1115","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","survey-text","55","272899","0.0-15.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","8730","","{""Q0"":""Red is related, blue is unrelated facts""}","","",""
"","","","","","html-button-response","56","275628","0.0-16.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2728","Which color deck showed facts that built on each other?","1","","",""
"","","","","","html-button-response","57","277058","0.0-17.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1428","Which color deck showed unrelated facts?","0","","",""
"","","","","","html-button-response","58","279028","0.0-18.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1970","Which type of deck did you prefer overall?","1","","",""
"","","","","","survey-text","59","291240","0.0-19.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","12210","","{""Q0"":""I chose to wait each time to maximize the reward, so I preferred neither""}","","",""
"","","","","","survey-text","60","294606","0.0-20.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","3361","","{""Q0"":""Male"",""Q1"":""29""}","","",""
"","","","","","instructions","61","298067","0.0-21.0","2DAC3EF2B84E4203BB982332668DDE31","019a574a-3f7a-707f-a12c-80d3ada789ff","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","[{""page_index"":0,""viewing_time"":3461}]","3461","","","","",""
