"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","394","0.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","","","","","","",""
"","","","","","instructions","1","54245","0.0-1.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":53848}]","53849","","","","","",""
"","","","","","instructions","2","58091","0.0-2.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":3839}]","3839","","","","","",""
"true","","","","","fullscreen","3","61330","0.0-3.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","2234","","","","","",""
"","","","","","instructions","4","81954","0.0-4.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":20623}]","20623","","","","","",""
"","","","","","instructions","5","91311","0.0-5.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":9356}]","9357","","","","","",""
"","","","","","html-keyboard-response","6","95317","0.0-6.0-0.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","103715","0.0-6.0-0.0-1.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","8390","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","red","8000","view"
"","","","","","html-keyboard-response","8","111717","0.0-6.0-0.0-2.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen","red","8000",""
"","","","","","html-keyboard-response","9","115719","0.0-6.0-1.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","8000",""
"","","","","","html-button-response","10","148876","0.0-6.0-1.0-1.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","33156","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","red","12000","skip"
"","","","","","html-keyboard-response","11","150877","0.0-6.0-1.0-5.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","red","12000",""
"","","","","","html-keyboard-response","12","154878","0.0-6.0-2.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","12000",""
"","","","","","html-button-response","13","158398","0.0-6.0-2.0-1.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","3519","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","blue","4000","skip"
"","","","","","html-keyboard-response","14","160400","0.0-6.0-2.0-5.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","blue","4000",""
"","","","","","html-keyboard-response","15","164401","0.0-6.0-3.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","4000",""
"","","","","","html-button-response","16","166657","0.0-6.0-3.0-1.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","2256","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","4000","view"
"","","","","","html-keyboard-response","17","170659","0.0-6.0-3.0-2.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen","blue","4000",""
"","","","","","html-keyboard-response","18","174659","0.0-6.0-4.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","4000",""
"","","","","","html-button-response","19","175851","0.0-6.0-4.0-1.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","1191","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","blue","4000","skip"
"","","","","","html-keyboard-response","20","177852","0.0-6.0-4.0-5.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","blue","4000",""
"","","","","","html-keyboard-response","21","181853","0.0-6.0-5.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","4000",""
"","","","","","html-button-response","22","184390","0.0-6.0-5.0-1.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","2535","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","red","8000","skip"
"","","","","","html-keyboard-response","23","186392","0.0-6.0-5.0-5.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","red","8000",""
"","","","","","html-keyboard-response","24","190393","0.0-6.0-6.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","8000",""
"","","","","","html-button-response","25","191497","0.0-6.0-6.0-1.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","1102","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","12000","view"
"","","","","","html-keyboard-response","26","203498","0.0-6.0-6.0-2.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen","blue","12000",""
"","","","","","html-keyboard-response","27","207499","0.0-6.0-7.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","12000",""
"","","","","","html-button-response","28","212897","0.0-6.0-7.0-1.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","5397","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","red","4000","skip"
"","","","","","html-keyboard-response","29","214898","0.0-6.0-7.0-5.0-0.0","56C18CF11A5044668D2D351F67CA4704","019a7453-d243-7a11-af34-94a5e892d22f","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","red","4000",""
