"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","1929","0.0-0.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","","","","","",""
"","","","","","instructions","1","47644","0.0-1.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":45715}]","45715","","","","",""
"","","","","","instructions","2","53911","0.0-2.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":6266}]","6266","","","","",""
"true","","","","","fullscreen","3","55929","0.0-3.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","1015","","","","",""
"","","","","","instructions","4","63328","0.0-4.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":7398}]","7398","","","","",""
"","","","","","html-keyboard-response","5","70330","0.0-5.0-0.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","6","72244","0.0-5.0-1.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","1912","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","deck_choice","0",""
"","","","","","html-keyboard-response","7","78246","0.0-5.0-2.0-1.0-0.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_5_b","",""
"","","","","","html-keyboard-response","8","84248","0.0-5.0-2.0-1.0-1.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_6_b","",""
"","","","","","survey-likert","9","86796","0.0-5.0-3.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","2546","","{""Q0"":1}","surprise_rating","","[0]"
"","","","","","survey-likert","10","88612","0.0-5.0-4.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","1815","","{""Q0"":2}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","11","95614","0.0-6.0-0.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","12","96961","0.0-6.0-1.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","1346","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","deck_choice","0",""
"","","","","","html-keyboard-response","13","102963","0.0-6.0-2.0-1.0-0.0","6F2813CFC0C64C28B4570DF1A8DB31CC","019a5266-1d0b-7925-ab10-5e40915f3c38","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_1_c","",""
