"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice"
"true","false","[]","[]","[]","preload","0","3633","0.0-0.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","","","",""
"","","","","","instructions","1","5123","0.0-1.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","[{""page_index"":0,""viewing_time"":1489}]","1490","","",""
"","","","","","instructions","2","7801","0.0-2.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","[{""page_index"":0,""viewing_time"":2678}]","2678","","",""
"true","","","","","fullscreen","3","10374","0.0-3.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","1570","","",""
"","","","","","instructions","4","15223","0.0-4.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","[{""page_index"":0,""viewing_time"":4847}]","4848","","",""
"","","","","","html-keyboard-response","5","18225","0.0-5.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_11/causal_series_11_a.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","6","21228","0.0-6.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_11/causal_series_11_b.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","7","24231","0.0-7.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_11/causal_series_11_c.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-button-response","8","26343","0.0-8.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","2111","
    <div style=""display: flex; justify-content: center; align-items: center;"">
      <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
      <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
    </div>","0","0"
"","","","","","html-keyboard-response","9","29346","0.0-9.0-0.0-0.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_11/causal_series_11_d.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","10","32349","0.0-10.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/other/blank.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","11","35352","0.0-11.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_1/causal_series_1_a.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","12","38355","0.0-12.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_1/causal_series_1_b.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","13","41357","0.0-13.0","399CA1E5B1EA49C985BC393B7062154D","46e54245-3ec1-4975-95a4-fbada248f6d8","683bf07d-1a26-40b1-9cff-5abdc1eed0ee","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_1/causal_series_1_c.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
