"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","357","0.0-0.0","C994CF4C95E5496EBA547FABF5C49197","0199d5ff-6542-7ade-8af6-ebaf076fff25","0199d5ef-c7d4-7cab-a194-b2c3afbaf8e8","","","","","","","","",""
"","","","","","instructions","1","2362","0.0-1.0","C994CF4C95E5496EBA547FABF5C49197","0199d5ff-6542-7ade-8af6-ebaf076fff25","0199d5ef-c7d4-7cab-a194-b2c3afbaf8e8","[{""page_index"":0,""viewing_time"":2003}]","2004","","","","","","",""
"","","","","","instructions","2","20934","0.0-2.0","C994CF4C95E5496EBA547FABF5C49197","0199d5ff-6542-7ade-8af6-ebaf076fff25","0199d5ef-c7d4-7cab-a194-b2c3afbaf8e8","[{""page_index"":0,""viewing_time"":18572}]","18572","","","","","","",""
"true","","","","","fullscreen","3","26204","0.0-3.0","C994CF4C95E5496EBA547FABF5C49197","0199d5ff-6542-7ade-8af6-ebaf076fff25","0199d5ef-c7d4-7cab-a194-b2c3afbaf8e8","","4258","","","","","","",""
"","","","","","instructions","4","40021","0.0-4.0","C994CF4C95E5496EBA547FABF5C49197","0199d5ff-6542-7ade-8af6-ebaf076fff25","0199d5ef-c7d4-7cab-a194-b2c3afbaf8e8","[{""page_index"":0,""viewing_time"":13816}]","13817","","","","","","",""
"","","","","","html-keyboard-response","5","46038","0.0-5.0","C994CF4C95E5496EBA547FABF5C49197","0199d5ff-6542-7ade-8af6-ebaf076fff25","0199d5ef-c7d4-7cab-a194-b2c3afbaf8e8","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","A","",""
"","","","","","html-keyboard-response","6","52043","0.0-6.0","C994CF4C95E5496EBA547FABF5C49197","0199d5ff-6542-7ade-8af6-ebaf076fff25","0199d5ef-c7d4-7cab-a194-b2c3afbaf8e8","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","B","",""
"","","","","","html-keyboard-response","7","58059","0.0-7.0","C994CF4C95E5496EBA547FABF5C49197","0199d5ff-6542-7ade-8af6-ebaf076fff25","0199d5ef-c7d4-7cab-a194-b2c3afbaf8e8","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","C","",""
"","","","","","html-button-response","8","62045","0.0-8.0","C994CF4C95E5496EBA547FABF5C49197","0199d5ff-6542-7ade-8af6-ebaf076fff25","0199d5ef-c7d4-7cab-a194-b2c3afbaf8e8","","3985","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","7","1","choice","1",""
"","","","","","html-keyboard-response","9","68052","0.0-9.0-1.0-0.0","C994CF4C95E5496EBA547FABF5C49197","0199d5ff-6542-7ade-8af6-ebaf076fff25","0199d5ef-c7d4-7cab-a194-b2c3afbaf8e8","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_7/semantic_series_7_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","D","",""
