"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","799","0.0-0.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","","","","","","","",""
"","","","","","instructions","1","11191","0.0-1.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":10391}]","10391","","","","","","",""
"","","","","","instructions","2","146404","0.0-2.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":135213}]","135213","","","","","","",""
"true","","","","","fullscreen","3","152437","0.0-3.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","5030","","","","","","",""
"","","","","","instructions","4","303254","0.0-4.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":150816}]","150816","","","","","","",""
"","","","","","html-keyboard-response","5","309256","0.0-5.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","A","",""
"","","","","","html-button-response","6","310971","0.0-6.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","1714","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","8","1","choice","0",""
"","","","","","html-keyboard-response","7","316974","0.0-7.0-0.0-0.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","B","",""
"","","","","","html-keyboard-response","8","322979","0.0-7.0-0.0-1.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","C","",""
"","","","","","html-keyboard-response","9","328980","0.0-7.0-0.0-2.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","D","",""
"","","","","","survey-likert","10","334911","0.0-8.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","5929","","{""Q0"":4}","8","1","surprise_rating","","[0]"
"","","","","","survey-likert","11","338563","0.0-9.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","3651","","{""Q0"":2}","8","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","12","344564","0.0-10.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","13","350565","0.0-11.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","1","1","A","",""
"","","","","","html-button-response","14","353170","0.0-12.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","2605","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","1","1","choice","1",""
"","","","","","html-keyboard-response","15","359175","0.0-13.0-1.0-0.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_1/semantic_series_1_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","1","1","B","",""
"","","","","","html-keyboard-response","16","365178","0.0-13.0-1.0-1.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_1/semantic_series_1_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","1","1","C","",""
"","","","","","html-keyboard-response","17","371178","0.0-13.0-1.0-2.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_1/semantic_series_1_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","1","1","D","",""
"","","","","","survey-likert","18","378414","0.0-14.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","7234","","{""Q0"":3}","1","1","surprise_rating","","[0]"
"","","","","","survey-likert","19","381051","0.0-15.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","2636","","{""Q0"":3}","1","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","20","387053","0.0-16.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","21","393053","0.0-17.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","3","2","A","",""
"","","","","","html-button-response","22","394400","0.0-18.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","1346","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","3","2","choice","0",""
"","","","","","html-keyboard-response","23","400403","0.0-19.0-0.0-0.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","3","2","B","",""
"","","","","","html-keyboard-response","24","406404","0.0-19.0-0.0-1.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","3","2","C","",""
"","","","","","html-keyboard-response","25","412406","0.0-19.0-0.0-2.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","3","2","D","",""
"","","","","","survey-likert","26","420439","0.0-20.0","B91E9B68B87746D19B0336AAB07E81A4","0199d676-47eb-7398-af1d-53471d1c6d69","0199d675-8795-765b-adc2-c813de8cd3d1","","8031","","{""Q0"":4}","3","2","surprise_rating","","[0]"
