"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","598","0.0-0.0","AA4B8BCC01E14A4DB28119F1E27468E6","0199d09f-687f-7b66-982b-eabd1cec28ac","0199d096-ba1e-7664-9b18-6b0b7f11fd27","","","","","",""
"","","","","","instructions","1","304285","0.0-1.0","AA4B8BCC01E14A4DB28119F1E27468E6","0199d09f-687f-7b66-982b-eabd1cec28ac","0199d096-ba1e-7664-9b18-6b0b7f11fd27","[{""page_index"":0,""viewing_time"":303684}]","303684","","","",""
"","","","","","instructions","2","308144","0.0-2.0","AA4B8BCC01E14A4DB28119F1E27468E6","0199d09f-687f-7b66-982b-eabd1cec28ac","0199d096-ba1e-7664-9b18-6b0b7f11fd27","[{""page_index"":0,""viewing_time"":3849}]","3858","","","",""
"true","","","","","fullscreen","3","311438","0.0-3.0","AA4B8BCC01E14A4DB28119F1E27468E6","0199d09f-687f-7b66-982b-eabd1cec28ac","0199d096-ba1e-7664-9b18-6b0b7f11fd27","","2289","","","",""
"","","","","","instructions","4","325002","0.0-4.0","AA4B8BCC01E14A4DB28119F1E27468E6","0199d09f-687f-7b66-982b-eabd1cec28ac","0199d096-ba1e-7664-9b18-6b0b7f11fd27","[{""page_index"":0,""viewing_time"":13563}]","13563","","","",""
"","","","","","html-keyboard-response","5","332006","0.0-5.0","AA4B8BCC01E14A4DB28119F1E27468E6","0199d09f-687f-7b66-982b-eabd1cec28ac","0199d096-ba1e-7664-9b18-6b0b7f11fd27","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","6","339009","0.0-6.0","AA4B8BCC01E14A4DB28119F1E27468E6","0199d09f-687f-7b66-982b-eabd1cec28ac","0199d096-ba1e-7664-9b18-6b0b7f11fd27","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","7","346012","0.0-7.0","AA4B8BCC01E14A4DB28119F1E27468E6","0199d09f-687f-7b66-982b-eabd1cec28ac","0199d096-ba1e-7664-9b18-6b0b7f11fd27","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","8","350020","0.0-8.0","AA4B8BCC01E14A4DB28119F1E27468E6","0199d09f-687f-7b66-982b-eabd1cec28ac","0199d096-ba1e-7664-9b18-6b0b7f11fd27","","4005","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","9","357023","0.0-9.0-0.0-0.0","AA4B8BCC01E14A4DB28119F1E27468E6","0199d09f-687f-7b66-982b-eabd1cec28ac","0199d096-ba1e-7664-9b18-6b0b7f11fd27","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
