"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","516","0.0-0.0","679D7B03E3B84CC08DF6010BACBD95E7","019a73fc-9270-728f-be37-2f7f007bfb9d","019a73f3-2330-77da-838d-1b323d7854ea","","","","","","","",""
"","","","","","instructions","1","2254","0.0-1.0","679D7B03E3B84CC08DF6010BACBD95E7","019a73fc-9270-728f-be37-2f7f007bfb9d","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":1737}]","1737","","","","","",""
"","","","","","instructions","2","4902","0.0-2.0","679D7B03E3B84CC08DF6010BACBD95E7","019a73fc-9270-728f-be37-2f7f007bfb9d","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":2648}]","2648","","","","","",""
"true","","","","","fullscreen","3","7123","0.0-3.0","679D7B03E3B84CC08DF6010BACBD95E7","019a73fc-9270-728f-be37-2f7f007bfb9d","019a73f3-2330-77da-838d-1b323d7854ea","","1205","","","","","",""
"","","","","","instructions","4","13663","0.0-4.0","679D7B03E3B84CC08DF6010BACBD95E7","019a73fc-9270-728f-be37-2f7f007bfb9d","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":6539}]","6540","","","","","",""
"","","","","","instructions","5","18260","0.0-5.0","679D7B03E3B84CC08DF6010BACBD95E7","019a73fc-9270-728f-be37-2f7f007bfb9d","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":4596}]","4597","","","","","",""
"","","","","","html-keyboard-response","6","22273","0.0-6.0-0.0-0.0","679D7B03E3B84CC08DF6010BACBD95E7","019a73fc-9270-728f-be37-2f7f007bfb9d","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","27194","0.0-6.0-0.0-1.0","679D7B03E3B84CC08DF6010BACBD95E7","019a73fc-9270-728f-be37-2f7f007bfb9d","019a73f3-2330-77da-838d-1b323d7854ea","","4920","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","blue","12000","skip"
"","","","","","html-keyboard-response","8","29208","0.0-6.0-0.0-5.0-0.0","679D7B03E3B84CC08DF6010BACBD95E7","019a73fc-9270-728f-be37-2f7f007bfb9d","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","blue","12000",""
"","","","","","html-keyboard-response","9","33220","0.0-6.0-1.0-0.0","679D7B03E3B84CC08DF6010BACBD95E7","019a73fc-9270-728f-be37-2f7f007bfb9d","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","12000",""
