"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","2026","0.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","","","","","","",""
"","","","","","instructions","1","3615","0.0-1.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":1589}]","1589","","","","","",""
"","","","","","instructions","2","6648","0.0-2.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":3032}]","3032","","","","","",""
"true","","","","","fullscreen","3","9383","0.0-3.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","1732","","","","","",""
"","","","","","instructions","4","17797","0.0-4.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":8413}]","8414","","","","","",""
"","","","","","instructions","5","23080","0.0-5.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","[{""page_index"":0,""viewing_time"":5281}]","5282","","","","","",""
"","","","","","html-keyboard-response","6","27084","0.0-6.0-0.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","35482","0.0-6.0-0.0-1.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","8392","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","red","12000","view"
"","","","","","html-keyboard-response","8","47485","0.0-6.0-0.0-2.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen","red","12000",""
"","","","","","html-keyboard-response","9","51487","0.0-6.0-1.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","12000",""
"","","","","","html-button-response","10","53546","0.0-6.0-1.0-1.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","2058","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","red","12000","skip"
"","","","","","html-keyboard-response","11","55549","0.0-6.0-1.0-5.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","red","12000",""
"","","","","","html-keyboard-response","12","59551","0.0-6.0-2.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","12000",""
"","","","","","html-button-response","13","65185","0.0-6.0-2.0-1.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","5633","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","red","8000","skip"
"","","","","","html-keyboard-response","14","67188","0.0-6.0-2.0-5.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","red","8000",""
"","","","","","html-keyboard-response","15","71190","0.0-6.0-3.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","8000",""
"","","","","","html-button-response","16","74313","0.0-6.0-3.0-1.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","3121","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","4000","view"
"","","","","","html-keyboard-response","17","78315","0.0-6.0-3.0-2.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen","blue","4000",""
"","","","","","html-keyboard-response","18","82318","0.0-6.0-4.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","4000",""
"","","","","","html-button-response","19","84648","0.0-6.0-4.0-1.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","2328","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","blue","12000","skip"
"","","","","","html-keyboard-response","20","86649","0.0-6.0-4.0-5.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","blue","12000",""
"","","","","","html-keyboard-response","21","90651","0.0-6.0-5.0-0.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","12000",""
"","","","","","html-button-response","22","92731","0.0-6.0-5.0-1.0","806CE6B1D71049798201CF1E8A8FDC27","019a7451-2a1c-7ea9-b7fc-7dccfd17c522","019a7450-0828-7dea-8b27-28dc1a381000","","2078","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","red","4000","view"
