"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","1826","0.0-0.0","9A0C3B50BF984FDE91B5ABC946676320","0199d083-07bb-773f-a66f-a0b99a84f012","0199d07a-b3b8-7ad8-bd6b-b36dd7b47ed6","","","","","",""
"","","","","","instructions","1","8849","0.0-1.0","9A0C3B50BF984FDE91B5ABC946676320","0199d083-07bb-773f-a66f-a0b99a84f012","0199d07a-b3b8-7ad8-bd6b-b36dd7b47ed6","[{""page_index"":0,""viewing_time"":7021}]","7021","","","",""
"","","","","","instructions","2","47859","0.0-2.0","9A0C3B50BF984FDE91B5ABC946676320","0199d083-07bb-773f-a66f-a0b99a84f012","0199d07a-b3b8-7ad8-bd6b-b36dd7b47ed6","[{""page_index"":0,""viewing_time"":39009}]","39009","","","",""
"true","","","","","fullscreen","3","51112","0.0-3.0","9A0C3B50BF984FDE91B5ABC946676320","0199d083-07bb-773f-a66f-a0b99a84f012","0199d07a-b3b8-7ad8-bd6b-b36dd7b47ed6","","2229","","","",""
"","","","","","instructions","4","85611","0.0-4.0","9A0C3B50BF984FDE91B5ABC946676320","0199d083-07bb-773f-a66f-a0b99a84f012","0199d07a-b3b8-7ad8-bd6b-b36dd7b47ed6","[{""page_index"":0,""viewing_time"":34497}]","34498","","","",""
"","","","","","html-keyboard-response","5","92625","0.0-5.0","9A0C3B50BF984FDE91B5ABC946676320","0199d083-07bb-773f-a66f-a0b99a84f012","0199d07a-b3b8-7ad8-bd6b-b36dd7b47ed6","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","6","99631","0.0-6.0","9A0C3B50BF984FDE91B5ABC946676320","0199d083-07bb-773f-a66f-a0b99a84f012","0199d07a-b3b8-7ad8-bd6b-b36dd7b47ed6","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","7","106638","0.0-7.0","9A0C3B50BF984FDE91B5ABC946676320","0199d083-07bb-773f-a66f-a0b99a84f012","0199d07a-b3b8-7ad8-bd6b-b36dd7b47ed6","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","8","116690","0.0-8.0","9A0C3B50BF984FDE91B5ABC946676320","0199d083-07bb-773f-a66f-a0b99a84f012","0199d07a-b3b8-7ad8-bd6b-b36dd7b47ed6","","10050","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","1",""
"","","","","","html-keyboard-response","9","123693","0.0-9.0-1.0-0.0","9A0C3B50BF984FDE91B5ABC946676320","0199d083-07bb-773f-a66f-a0b99a84f012","0199d07a-b3b8-7ad8-bd6b-b36dd7b47ed6","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_6/semantic_series_6_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
