"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","162","0.0-0.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","","","","","",""
"","","","","","instructions","1","1661","0.0-1.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":1498}]","1498","","","","",""
"","","","","","instructions","2","4456","0.0-2.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":2795}]","2795","","","","",""
"true","","","","","fullscreen","3","6716","0.0-3.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","1255","","","","",""
"","","","","","instructions","4","8859","0.0-4.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":2143}]","2143","","","","",""
"","","","","","html-button-response","5","10790","0.0-5.0-0.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","1930","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","6","22804","0.0-5.0-1.0-1.0-0.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_2/semantic_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","semantic_a","",""
"","","","","","survey-likert","7","26021","0.0-5.0-2.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","3215","","{""Q0"":3}","surprise_rating","","[0]"
"","","","","","survey-likert","8","28139","0.0-5.0-3.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","2116","","{""Q0"":3}","enjoyment_rating","","[0]"
"","","","","","html-button-response","9","29090","0.0-6.0-0.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","949","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","10","41101","0.0-6.0-1.0-1.0-0.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_10/semantic_series_10_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","semantic_a","",""
"","","","","","survey-likert","11","42800","0.0-6.0-2.0","C31D4B38E6704E90AC16A6AD72180BD2","019a50d2-cbd5-7837-889b-053fa0417308","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","1697","","{""Q0"":0}","surprise_rating","","[0]"
