"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","1741","0.0-0.0","CE791658D24940268E2D468FDC7A2F88","019a73fc-d3ea-7e29-8d9a-b135f5fd6a53","019a73f3-2330-77da-838d-1b323d7854ea","","","","","","","",""
"","","","","","instructions","1","2951","0.0-1.0","CE791658D24940268E2D468FDC7A2F88","019a73fc-d3ea-7e29-8d9a-b135f5fd6a53","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":1210}]","1210","","","","","",""
"","","","","","instructions","2","5247","0.0-2.0","CE791658D24940268E2D468FDC7A2F88","019a73fc-d3ea-7e29-8d9a-b135f5fd6a53","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":2295}]","2296","","","","","",""
"true","","","","","fullscreen","3","7816","0.0-3.0","CE791658D24940268E2D468FDC7A2F88","019a73fc-d3ea-7e29-8d9a-b135f5fd6a53","019a73f3-2330-77da-838d-1b323d7854ea","","1559","","","","","",""
"","","","","","instructions","4","19545","0.0-4.0","CE791658D24940268E2D468FDC7A2F88","019a73fc-d3ea-7e29-8d9a-b135f5fd6a53","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":11728}]","11728","","","","","",""
"","","","","","instructions","5","23727","0.0-5.0","CE791658D24940268E2D468FDC7A2F88","019a73fc-d3ea-7e29-8d9a-b135f5fd6a53","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":4182}]","4182","","","","","",""
"","","","","","html-keyboard-response","6","27739","0.0-6.0-0.0-0.0","CE791658D24940268E2D468FDC7A2F88","019a73fc-d3ea-7e29-8d9a-b135f5fd6a53","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","30439","0.0-6.0-0.0-1.0","CE791658D24940268E2D468FDC7A2F88","019a73fc-d3ea-7e29-8d9a-b135f5fd6a53","019a73f3-2330-77da-838d-1b323d7854ea","","2699","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","blue","4000","skip"
"","","","","","html-keyboard-response","8","32447","0.0-6.0-0.0-5.0-0.0","CE791658D24940268E2D468FDC7A2F88","019a73fc-d3ea-7e29-8d9a-b135f5fd6a53","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","blue","4000",""
"","","","","","html-keyboard-response","9","36454","0.0-6.0-1.0-0.0","CE791658D24940268E2D468FDC7A2F88","019a73fc-d3ea-7e29-8d9a-b135f5fd6a53","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","4000",""
