"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","372","0.0-0.0","F7D40967AFF441E08EE288EBFBFBB8E6","0199d68b-34ff-7d80-83ab-15aa72f19c1c","0199d675-8795-765b-adc2-c813de8cd3d1","","","","","","","","",""
"","","","","","instructions","1","5122","0.0-1.0","F7D40967AFF441E08EE288EBFBFBB8E6","0199d68b-34ff-7d80-83ab-15aa72f19c1c","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":4750}]","4750","","","","","","",""
"","","","","","instructions","2","18662","0.0-2.0","F7D40967AFF441E08EE288EBFBFBB8E6","0199d68b-34ff-7d80-83ab-15aa72f19c1c","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":13539}]","13539","","","","","","",""
"true","","","","","fullscreen","3","21321","0.0-3.0","F7D40967AFF441E08EE288EBFBFBB8E6","0199d68b-34ff-7d80-83ab-15aa72f19c1c","0199d675-8795-765b-adc2-c813de8cd3d1","","1650","","","","","","",""
"","","","","","instructions","4","46657","0.0-4.0","F7D40967AFF441E08EE288EBFBFBB8E6","0199d68b-34ff-7d80-83ab-15aa72f19c1c","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":25335}]","25336","","","","","","",""
"","","","","","html-keyboard-response","5","52667","0.0-5.0","F7D40967AFF441E08EE288EBFBFBB8E6","0199d68b-34ff-7d80-83ab-15aa72f19c1c","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","A","",""
"","","","","","html-button-response","6","54883","0.0-6.0","F7D40967AFF441E08EE288EBFBFBB8E6","0199d68b-34ff-7d80-83ab-15aa72f19c1c","0199d675-8795-765b-adc2-c813de8cd3d1","","2214","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","4","1","choice","0",""
"","","","","","html-keyboard-response","7","60898","0.0-7.0-0.0-0.0","F7D40967AFF441E08EE288EBFBFBB8E6","0199d68b-34ff-7d80-83ab-15aa72f19c1c","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","B","",""
"","","","","","html-keyboard-response","8","66906","0.0-7.0-0.0-1.0","F7D40967AFF441E08EE288EBFBFBB8E6","0199d68b-34ff-7d80-83ab-15aa72f19c1c","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","C","",""
"","","","","","html-keyboard-response","9","72919","0.0-7.0-0.0-2.0","F7D40967AFF441E08EE288EBFBFBB8E6","0199d68b-34ff-7d80-83ab-15aa72f19c1c","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","D","",""
