"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","523","0.0-0.0","3D6A4603C3BB4A1AA1D8CF8F5F5F8AE2","019a5261-006f-746c-8ec7-a36ab1055547","019a524e-1850-7fa4-8556-8a611a5fd0c9","","","","","","",""
"","","","","","instructions","1","7138","0.0-1.0","3D6A4603C3BB4A1AA1D8CF8F5F5F8AE2","019a5261-006f-746c-8ec7-a36ab1055547","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":6613}]","6613","","","","",""
"","","","","","instructions","2","15545","0.0-2.0","3D6A4603C3BB4A1AA1D8CF8F5F5F8AE2","019a5261-006f-746c-8ec7-a36ab1055547","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":8406}]","8406","","","","",""
"true","","","","","fullscreen","3","19749","0.0-3.0","3D6A4603C3BB4A1AA1D8CF8F5F5F8AE2","019a5261-006f-746c-8ec7-a36ab1055547","019a524e-1850-7fa4-8556-8a611a5fd0c9","","3200","","","","",""
"","","","","","instructions","4","23893","0.0-4.0","3D6A4603C3BB4A1AA1D8CF8F5F5F8AE2","019a5261-006f-746c-8ec7-a36ab1055547","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":4143}]","4143","","","","",""
"","","","","","html-keyboard-response","5","30895","0.0-5.0-0.0","3D6A4603C3BB4A1AA1D8CF8F5F5F8AE2","019a5261-006f-746c-8ec7-a36ab1055547","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","6","34228","0.0-5.0-1.0","3D6A4603C3BB4A1AA1D8CF8F5F5F8AE2","019a5261-006f-746c-8ec7-a36ab1055547","019a524e-1850-7fa4-8556-8a611a5fd0c9","","3330","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","7","41231","0.0-5.0-2.0-0.0-0.0","3D6A4603C3BB4A1AA1D8CF8F5F5F8AE2","019a5261-006f-746c-8ec7-a36ab1055547","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_b","",""
"","","","","","html-keyboard-response","8","48233","0.0-5.0-2.0-0.0-1.0","3D6A4603C3BB4A1AA1D8CF8F5F5F8AE2","019a5261-006f-746c-8ec7-a36ab1055547","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_c","",""
"","","","","","survey-likert","9","58501","0.0-5.0-3.0","3D6A4603C3BB4A1AA1D8CF8F5F5F8AE2","019a5261-006f-746c-8ec7-a36ab1055547","019a524e-1850-7fa4-8556-8a611a5fd0c9","","10265","","{""Q0"":3}","surprise_rating","","[0]"
