"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","411","0.0-0.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","","","","","","",""
"","","","","","instructions","1","4873","0.0-1.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","[{""page_index"":0,""viewing_time"":4461}]","4461","","","","",""
"","","","","","instructions","2","7623","0.0-2.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","[{""page_index"":0,""viewing_time"":2749}]","2749","","","","",""
"true","","","","","fullscreen","3","11036","0.0-3.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","","2410","","","","",""
"","","","","","instructions","4","61823","0.0-4.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","[{""page_index"":0,""viewing_time"":50786}]","50786","","","","",""
"","","","","","html-keyboard-response","5","67825","0.0-5.0-0.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","75531","0.0-5.0-1.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","","7704","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","81533","0.0-5.0-4.0-0.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","100718","0.0-5.0-5.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","","19182","","{""Q0"":1}","surprise_rating","","[0]"
"","","","","","survey-likert","9","104811","0.0-5.0-6.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","","4091","","{""Q0"":2}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","110814","0.0-6.0-0.0","086CA0EE50924484BA40BE283B35A167","019a577a-9326-72ae-963d-884543fc0477","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","1","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
