"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","630","0.0-0.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","","","","","",""
"","","","","","instructions","1","6512","0.0-1.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","[{""page_index"":0,""viewing_time"":5881}]","5882","","","","",""
"","","","","","instructions","2","18289","0.0-2.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","[{""page_index"":0,""viewing_time"":11776}]","11776","","","","",""
"true","","","","","fullscreen","3","23391","0.0-3.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","4087","","","","",""
"","","","","","instructions","4","89566","0.0-4.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","[{""page_index"":0,""viewing_time"":66174}]","66174","","","","",""
"","","","","","html-button-response","5","92443","0.0-5.0-0.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","2875","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","deck_choice","0",""
"","","","","","html-keyboard-response","6","98446","0.0-5.0-1.0-0.0-0.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-keyboard-response","7","104462","0.0-5.0-1.0-0.0-1.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_b","",""
"","","","","","survey-likert","8","107940","0.0-5.0-2.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","3476","","{""Q0"":2}","surprise_rating","","[0]"
"","","","","","survey-likert","9","110833","0.0-5.0-3.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","2891","","{""Q0"":4}","enjoyment_rating","","[0]"
"","","","","","html-button-response","10","112453","0.0-6.0-0.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","1618","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","11","124468","0.0-6.0-1.0-1.0-0.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_2/semantic_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","semantic_a","",""
"","","","","","survey-likert","12","128807","0.0-6.0-2.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","4338","","{""Q0"":3}","surprise_rating","","[0]"
"","","","","","survey-likert","13","131836","0.0-6.0-3.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","3026","","{""Q0"":3}","enjoyment_rating","","[0]"
"","","","","","html-button-response","14","133498","0.0-7.0-0.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","1659","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","deck_choice","0",""
"","","","","","html-keyboard-response","15","139506","0.0-7.0-1.0-0.0-0.0","C9EB7383669A408DBEF0B53F961861A9","019a50ca-b8fa-7c52-9580-d8be88b9f964","019a50c7-40c6-7e31-98af-8c2928834e23","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
