"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","206","0.0-0.0","8E651BA067AF4F99B1EE573B238E0EDA","019a50d1-3653-7567-8498-f625ed36f491","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","","","","","",""
"","","","","","instructions","1","9846","0.0-1.0","8E651BA067AF4F99B1EE573B238E0EDA","019a50d1-3653-7567-8498-f625ed36f491","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":9639}]","9639","","","","",""
"","","","","","instructions","2","12402","0.0-2.0","8E651BA067AF4F99B1EE573B238E0EDA","019a50d1-3653-7567-8498-f625ed36f491","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":2556}]","2556","","","","",""
"true","","","","","fullscreen","3","16016","0.0-3.0","8E651BA067AF4F99B1EE573B238E0EDA","019a50d1-3653-7567-8498-f625ed36f491","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","2610","","","","",""
"","","","","","instructions","4","30171","0.0-4.0","8E651BA067AF4F99B1EE573B238E0EDA","019a50d1-3653-7567-8498-f625ed36f491","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":14155}]","14155","","","","",""
"","","","","","html-button-response","5","31888","0.0-5.0-0.0","8E651BA067AF4F99B1EE573B238E0EDA","019a50d1-3653-7567-8498-f625ed36f491","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","1717","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","6","43903","0.0-5.0-1.0-1.0-0.0","8E651BA067AF4F99B1EE573B238E0EDA","019a50d1-3653-7567-8498-f625ed36f491","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_8/semantic_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","semantic_a","",""
"","","","","","survey-likert","7","48771","0.0-5.0-2.0","8E651BA067AF4F99B1EE573B238E0EDA","019a50d1-3653-7567-8498-f625ed36f491","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","4868","","{""Q0"":4}","surprise_rating","","[0]"
"","","","","","survey-likert","8","50654","0.0-5.0-3.0","8E651BA067AF4F99B1EE573B238E0EDA","019a50d1-3653-7567-8498-f625ed36f491","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","1882","","{""Q0"":4}","enjoyment_rating","","[0]"
"","","","","","html-button-response","9","52311","0.0-6.0-0.0","8E651BA067AF4F99B1EE573B238E0EDA","019a50d1-3653-7567-8498-f625ed36f491","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","1656","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
