"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","236","0.0-0.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","","","","","",""
"","","","","","instructions","1","1351","0.0-1.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","[{""page_index"":0,""viewing_time"":1114}]","1115","","","","",""
"","","","","","instructions","2","23218","0.0-2.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","[{""page_index"":0,""viewing_time"":21866}]","21866","","","","",""
"true","","","","","fullscreen","3","25452","0.0-3.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1232","","","","",""
"","","","","","instructions","4","40735","0.0-4.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","[{""page_index"":0,""viewing_time"":15281}]","15282","","","","",""
"","","","","","html-keyboard-response","5","46738","0.0-5.0-0.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","49585","0.0-5.0-1.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2845","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","55587","0.0-5.0-4.0-0.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","57970","0.0-5.0-5.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2380","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","9","60068","0.0-5.0-6.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2097","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","66071","0.0-6.0-0.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","11","67985","0.0-6.0-1.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1912","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","12","73987","0.0-6.0-4.0-0.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","13","75785","0.0-6.0-5.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1797","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","14","76951","0.0-6.0-6.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","1165","","{""Q0"":0}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","15","82953","0.0-7.0-0.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","16","85551","0.0-7.0-1.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","2597","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","0","offer_choice","view",""
"","","","","","html-keyboard-response","17","91553","0.0-7.0-3.0-0.0","E2045C926F8945EEAE5172B1AA1BDC47","019a5765-4a9e-75d5-a35c-b29adf49a4dd","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_c.png"" style=""width:300px;height:300px;"">
                   </div>","null","random_card_1","",""
