"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","wait_time","view_history","rt","stimulus","response","phase","decision"
"true","false","[]","[]","[]","preload","0","246","0.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","","","","",""
"","","","","","instructions","1","109537","0.0-1.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":109290}]","109290","","","",""
"","","","","","instructions","2","111567","0.0-2.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":2030}]","2030","","","",""
"true","","","","","fullscreen","3","113936","0.0-3.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","1366","","","",""
"","","","","","instructions","4","124432","0.0-4.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":10494}]","10495","","","",""
"","","","","","instructions","5","127181","0.0-5.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","[{""page_index"":0,""viewing_time"":2748}]","2749","","","",""
"","","","","","html-keyboard-response","6","131185","0.0-6.0-0.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","7","134319","0.0-6.0-0.0-1.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","3131","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","8","138321","0.0-6.0-0.0-2.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","9","142324","0.0-6.0-1.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","10","143622","0.0-6.0-1.0-1.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","1297","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","11","147625","0.0-6.0-1.0-2.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","12","151628","0.0-6.0-2.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","13","161681","0.0-6.0-2.0-1.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","10052","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","14","163684","0.0-6.0-2.0-5.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","15","167687","0.0-6.0-3.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","16","168737","0.0-6.0-3.0-1.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","1049","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","17","172740","0.0-6.0-3.0-2.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","18","176742","0.0-6.0-4.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","19","205738","0.0-6.0-4.0-1.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","28993","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","20","207740","0.0-6.0-4.0-5.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","21","211743","0.0-6.0-5.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","22","214215","0.0-6.0-5.0-1.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","2470","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","23","216218","0.0-6.0-5.0-5.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","24","220221","0.0-6.0-6.0-0.0","F62B3681443A4E7E8B528E8CF031F322","019a73b4-a8ef-7999-9567-c3eaa12372fd","019a73b2-d563-7054-95cc-7949b2183cb2","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
