"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","wait_time","view_history","rt","stimulus","response","phase","decision"
"true","false","[]","[]","[]","preload","0","234","0.0-0.0","2A4F6432D56F4CF09F636114DA7465BF","019a71af-9fbe-72aa-a65d-d05ce69ceaae","019a719d-eb47-7867-b440-fd981f2acb8b","blue","12000","","","","","",""
"","","","","","instructions","1","66540","0.0-1.0","2A4F6432D56F4CF09F636114DA7465BF","019a71af-9fbe-72aa-a65d-d05ce69ceaae","019a719d-eb47-7867-b440-fd981f2acb8b","blue","12000","[{""page_index"":0,""viewing_time"":66305}]","66305","","","",""
"","","","","","instructions","2","70603","0.0-2.0","2A4F6432D56F4CF09F636114DA7465BF","019a71af-9fbe-72aa-a65d-d05ce69ceaae","019a719d-eb47-7867-b440-fd981f2acb8b","blue","12000","[{""page_index"":0,""viewing_time"":4061}]","4061","","","",""
"true","","","","","fullscreen","3","78650","0.0-3.0","2A4F6432D56F4CF09F636114DA7465BF","019a71af-9fbe-72aa-a65d-d05ce69ceaae","019a719d-eb47-7867-b440-fd981f2acb8b","blue","12000","","7031","","","",""
"","","","","","instructions","4","94660","0.0-4.0","2A4F6432D56F4CF09F636114DA7465BF","019a71af-9fbe-72aa-a65d-d05ce69ceaae","019a719d-eb47-7867-b440-fd981f2acb8b","blue","12000","[{""page_index"":0,""viewing_time"":16009}]","16009","","","",""
"","","","","","instructions","5","100699","0.0-5.0","2A4F6432D56F4CF09F636114DA7465BF","019a71af-9fbe-72aa-a65d-d05ce69ceaae","019a719d-eb47-7867-b440-fd981f2acb8b","blue","12000","[{""page_index"":0,""viewing_time"":6038}]","6038","","","",""
"","","","","","html-keyboard-response","6","106706","0.0-6.0-0.0-0.0","2A4F6432D56F4CF09F636114DA7465BF","019a71af-9fbe-72aa-a65d-d05ce69ceaae","019a719d-eb47-7867-b440-fd981f2acb8b","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","7","117933","0.0-6.0-0.0-1.0","2A4F6432D56F4CF09F636114DA7465BF","019a71af-9fbe-72aa-a65d-d05ce69ceaae","019a719d-eb47-7867-b440-fd981f2acb8b","blue","12000","","11225","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows a sequence of events with a cause-and-effect relationship.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","8","119949","0.0-6.0-0.0-5.0-0.0","2A4F6432D56F4CF09F636114DA7465BF","019a71af-9fbe-72aa-a65d-d05ce69ceaae","019a719d-eb47-7867-b440-fd981f2acb8b","blue","12000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","9","125962","0.0-6.0-1.0-0.0","2A4F6432D56F4CF09F636114DA7465BF","019a71af-9fbe-72aa-a65d-d05ce69ceaae","019a719d-eb47-7867-b440-fd981f2acb8b","blue","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
