"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","1094","0.0-0.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","","","","",""
"","","","","","instructions","1","3220","0.0-1.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","[{""page_index"":0,""viewing_time"":2124}]","2125","","","",""
"","","","","","instructions","2","6950","0.0-2.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","[{""page_index"":0,""viewing_time"":3727}]","3727","","","",""
"true","","","","","fullscreen","3","9842","0.0-3.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","1882","","","",""
"","","","","","instructions","4","23179","0.0-4.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","[{""page_index"":0,""viewing_time"":13334}]","13334","","","",""
"","","","","","html-keyboard-response","5","30186","0.0-5.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","6","37563","0.0-6.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","7","44574","0.0-7.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","8","48680","0.0-8.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","4102","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","9","55696","0.0-9.0-0.0-0.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","10","60271","0.0-10.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","4572","","{""Q0"":4}","","[0]"
"","","","","","survey-likert","11","63432","0.0-11.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","3158","","{""Q0"":2}","","[0]"
"","","","","","html-keyboard-response","12","70439","0.0-12.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","13","77870","0.0-13.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","14","84880","0.0-14.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","15","91892","0.0-15.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","16","93870","0.0-16.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","1976","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","17","100877","0.0-17.0-0.0-0.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","18","103084","0.0-18.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","2205","","{""Q0"":4}","","[0]"
"","","","","","survey-likert","19","106954","0.0-19.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","3867","","{""Q0"":2}","","[0]"
"","","","","","html-keyboard-response","20","113987","0.0-20.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","21","121191","0.0-21.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","22","128195","0.0-22.0","5D05E33A522142ABB3E130AEB3B2C8B0","0199d462-1230-7fed-ab24-39eceaf3121c","0199d451-ca34-77f1-938e-4880a3ab641f","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
