"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","wait_time","view_history","rt","stimulus","response","phase","decision"
"true","false","[]","[]","[]","preload","0","589","0.0-0.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","","","","",""
"","","","","","instructions","1","1905","0.0-1.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","[{""page_index"":0,""viewing_time"":1314}]","1315","","","",""
"","","","","","instructions","2","6105","0.0-2.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","[{""page_index"":0,""viewing_time"":4199}]","4199","","","",""
"true","","","","","fullscreen","3","9688","0.0-3.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","2571","","","",""
"","","","","","instructions","4","27329","0.0-4.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","[{""page_index"":0,""viewing_time"":17640}]","17641","","","",""
"","","","","","instructions","5","32632","0.0-5.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","[{""page_index"":0,""viewing_time"":5302}]","5302","","","",""
"","","","","","html-keyboard-response","6","38639","0.0-6.0-0.0-0.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","7","46164","0.0-6.0-0.0-1.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","7522","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows a sequence of events with a cause-and-effect relationship.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","8","54174","0.0-6.0-0.0-2.0-0.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","9","60189","0.0-6.0-1.0-0.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","10","61321","0.0-6.0-1.0-1.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","1131","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows a sequence of events with a cause-and-effect relationship.</p>
                      <p>If you choose to view, you will need to wait <b>6 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","11","67338","0.0-6.0-1.0-2.0-0.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","null","<p style=""font-size:22px;"">Please wait <b>6</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","12","73339","0.0-6.0-2.0-0.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","13","80663","0.0-6.0-2.0-1.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","7323","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows a sequence of unrelated events with no causal link.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","14","88673","0.0-6.0-2.0-2.0-0.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","15","94688","0.0-6.0-3.0-0.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","16","96915","0.0-6.0-3.0-1.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","2227","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows a sequence of events with a cause-and-effect relationship.</p>
                      <p>If you choose to view, you will need to wait <b>6 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","17","102921","0.0-6.0-3.0-2.0-0.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","null","<p style=""font-size:22px;"">Please wait <b>6</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","18","108925","0.0-6.0-4.0-0.0","F46564F71EEF47EEB143135929BEF90C","019a7198-37a2-7a53-83b2-6ebcd8896dd3","019a7188-a63e-702f-9719-a711ecbd4f52","blue","8000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
