"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","352","0.0-0.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","","","","","",""
"","","","","","instructions","1","5206","0.0-1.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","[{""page_index"":0,""viewing_time"":4853}]","4853","","","","",""
"","","","","","instructions","2","8875","0.0-2.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","[{""page_index"":0,""viewing_time"":3669}]","3669","","","","",""
"true","","","","","fullscreen","3","12106","0.0-3.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","2226","","","","",""
"","","","","","instructions","4","28141","0.0-4.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","[{""page_index"":0,""viewing_time"":16033}]","16034","","","","",""
"","","","","","html-keyboard-response","5","34156","0.0-5.0-0.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","39418","0.0-5.0-1.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","5261","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","45420","0.0-5.0-4.0-0.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","49491","0.0-5.0-5.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","4070","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","9","53333","0.0-5.0-6.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","3840","","{""Q0"":2}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","59348","0.0-6.0-0.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","11","62877","0.0-6.0-1.0","E3459268BF004AFDAAFBFF33F26CEDBA","019a5654-d472-79b7-bad5-61950b55837b","019a564d-4154-7b75-b37e-6d07e11185d1","red","5","","3528","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
