"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","55","0.0-0.0","anon_6274","none","session_1762879892614","","","","","","","",""
"","","","","","instructions","1","1309","0.0-1.0","anon_6274","none","session_1762879892614","[{""page_index"":0,""viewing_time"":1252}]","1253","","","","","",""
"","","","","","instructions","2","6246","0.0-2.0","anon_6274","none","session_1762879892614","[{""page_index"":0,""viewing_time"":4934}]","4935","","","","","",""
"true","","","","","fullscreen","3","8267","0.0-3.0","anon_6274","none","session_1762879892614","","971","","","","","",""
"","","","","","instructions","4","9285","0.0-4.0","anon_6274","none","session_1762879892614","[{""page_index"":0,""viewing_time"":1016}]","1017","","","","","",""
"","","","","","instructions","5","13676","0.0-5.0","anon_6274","none","session_1762879892614","[{""page_index"":0,""viewing_time"":4390}]","4391","","","","","",""
"","","","","","html-keyboard-response","6","17689","0.0-6.0-0.0-0.0","anon_6274","none","session_1762879892614","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","21734","0.0-6.0-0.0-1.0","anon_6274","none","session_1762879892614","","4042","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","blue","8000","skip"
"","","","","","html-keyboard-response","8","23750","0.0-6.0-0.0-5.0-0.0","anon_6274","none","session_1762879892614","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","blue","8000",""
"","","","","","html-keyboard-response","9","27760","0.0-6.0-1.0-0.0","anon_6274","none","session_1762879892614","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","8000",""
"","","","","","html-button-response","10","29475","0.0-6.0-1.0-1.0","anon_6274","none","session_1762879892614","","1714","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","blue","12000","skip"
"","","","","","html-keyboard-response","11","31484","0.0-6.0-1.0-5.0-0.0","anon_6274","none","session_1762879892614","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","blue","12000",""
