"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","543","0.0-0.0","C26E207D61F94497895EF589F2E6CF26","019a564e-e1ef-7ee7-bb41-f1b86801b93b","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","","","","","",""
"","","","","","instructions","1","4562","0.0-1.0","C26E207D61F94497895EF589F2E6CF26","019a564e-e1ef-7ee7-bb41-f1b86801b93b","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","[{""page_index"":0,""viewing_time"":4018}]","4018","","","","",""
"","","","","","instructions","2","6627","0.0-2.0","C26E207D61F94497895EF589F2E6CF26","019a564e-e1ef-7ee7-bb41-f1b86801b93b","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","[{""page_index"":0,""viewing_time"":2064}]","2064","","","","",""
"true","","","","","fullscreen","3","14119","0.0-3.0","C26E207D61F94497895EF589F2E6CF26","019a564e-e1ef-7ee7-bb41-f1b86801b93b","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","6488","","","","",""
"","","","","","instructions","4","31739","0.0-4.0","C26E207D61F94497895EF589F2E6CF26","019a564e-e1ef-7ee7-bb41-f1b86801b93b","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","[{""page_index"":0,""viewing_time"":17619}]","17620","","","","",""
"","","","","","html-keyboard-response","5","37751","0.0-5.0-0.0","C26E207D61F94497895EF589F2E6CF26","019a564e-e1ef-7ee7-bb41-f1b86801b93b","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","43795","0.0-5.0-1.0","C26E207D61F94497895EF589F2E6CF26","019a564e-e1ef-7ee7-bb41-f1b86801b93b","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","6043","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","49807","0.0-5.0-4.0-0.0","C26E207D61F94497895EF589F2E6CF26","019a564e-e1ef-7ee7-bb41-f1b86801b93b","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","52427","0.0-5.0-5.0","C26E207D61F94497895EF589F2E6CF26","019a564e-e1ef-7ee7-bb41-f1b86801b93b","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","2618","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","9","54682","0.0-5.0-6.0","C26E207D61F94497895EF589F2E6CF26","019a564e-e1ef-7ee7-bb41-f1b86801b93b","019a564d-4154-7b75-b37e-6d07e11185d1","blue","3","","2255","","{""Q0"":0}","enjoyment_rating","","[0]"
