"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","1349","0.0-0.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","","","","","","","",""
"","","","","","instructions","1","7837","0.0-1.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","[{""page_index"":0,""viewing_time"":6488}]","6488","","","","","","",""
"","","","","","instructions","2","12556","0.0-2.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","[{""page_index"":0,""viewing_time"":4719}]","4719","","","","","","",""
"true","","","","","fullscreen","3","15987","0.0-3.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2416","","","","","","",""
"","","","","","instructions","4","29292","0.0-4.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","[{""page_index"":0,""viewing_time"":13305}]","13305","","","","","","",""
"","","","","","html-keyboard-response","5","35296","0.0-5.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","A","",""
"","","","","","html-keyboard-response","6","41310","0.0-6.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","B","",""
"","","","","","html-keyboard-response","7","47317","0.0-7.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","C","",""
"","","","","","html-button-response","8","50780","0.0-8.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","3462","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","8","1","choice","1",""
"","","","","","html-keyboard-response","9","56794","0.0-9.0-1.0-0.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_8/semantic_series_8_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","D","",""
"","","","","","survey-likert","10","59541","0.0-10.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2746","","{""Q0"":1}","8","1","surprise_rating","","[0]"
"","","","","","survey-likert","11","61707","0.0-11.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2166","","{""Q0"":1}","8","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","12","67724","0.0-12.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","13","73748","0.0-13.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","3","1","A","",""
"","","","","","html-keyboard-response","14","79764","0.0-14.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","3","1","B","",""
"","","","","","html-keyboard-response","15","85779","0.0-15.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","3","1","C","",""
"","","","","","html-button-response","16","88882","0.0-16.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","3102","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","3","1","choice","1",""
"","","","","","html-keyboard-response","17","94894","0.0-17.0-1.0-0.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_3/semantic_series_3_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","3","1","D","",""
"","","","","","survey-likert","18","96970","0.0-18.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2076","","{""Q0"":1}","3","1","surprise_rating","","[0]"
"","","","","","survey-likert","19","99290","0.0-19.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2319","","{""Q0"":3}","3","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","20","105295","0.0-20.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","21","111296","0.0-21.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","A","",""
"","","","","","html-keyboard-response","22","117309","0.0-22.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","B","",""
"","","","","","html-keyboard-response","23","123311","0.0-23.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","C","",""
"","","","","","html-button-response","24","125730","0.0-24.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2418","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","2","1","choice","0",""
"","","","","","html-keyboard-response","25","131730","0.0-25.0-0.0-0.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","D","",""
"","","","","","survey-likert","26","137298","0.0-26.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","5567","","{""Q0"":3}","2","1","surprise_rating","","[0]"
"","","","","","survey-likert","27","139249","0.0-27.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","1951","","{""Q0"":1}","2","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","28","145274","0.0-28.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","29","151279","0.0-29.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","10","1","A","",""
"","","","","","html-keyboard-response","30","157295","0.0-30.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","10","1","B","",""
"","","","","","html-keyboard-response","31","163309","0.0-31.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","10","1","C","",""
"","","","","","html-button-response","32","164288","0.0-32.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","978","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","10","1","choice","0",""
"","","","","","html-keyboard-response","33","170295","0.0-33.0-0.0-0.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","10","1","D","",""
"","","","","","survey-likert","34","172440","0.0-34.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2145","","{""Q0"":0}","10","1","surprise_rating","","[0]"
"","","","","","survey-likert","35","175145","0.0-35.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2703","","{""Q0"":1}","10","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","36","181148","0.0-36.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","37","187164","0.0-37.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","9","1","A","",""
"","","","","","html-keyboard-response","38","193179","0.0-38.0","28C4118F93FA44A0AE045B872A3B4E49","0199dba4-5016-78a6-b62e-2b2a21ad6114","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","9","1","B","",""
