"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","573","0.0-0.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","","","","","",""
"","","","","","instructions","1","75630","0.0-1.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","[{""page_index"":0,""viewing_time"":75054}]","75055","","","","",""
"","","","","","instructions","2","78507","0.0-2.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","[{""page_index"":0,""viewing_time"":2874}]","2875","","","","",""
"true","","","","","fullscreen","3","80856","0.0-3.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","1325","","","","",""
"","","","","","instructions","4","100865","0.0-4.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","[{""page_index"":0,""viewing_time"":20002}]","20007","","","","",""
"","","","","","html-keyboard-response","5","106882","0.0-5.0-0.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","111431","0.0-5.0-1.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","4538","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5Â¢</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","117442","0.0-5.0-3.0-0.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","123753","0.0-5.0-4.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","6304","","{""Q0"":1}","surprise_rating","","[0]"
"","","","","","survey-likert","9","126305","0.0-5.0-5.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","2548","","{""Q0"":4}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","132323","0.0-6.0-0.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","11","136111","0.0-6.0-1.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","3784","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5Â¢</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","12","142116","0.0-6.0-3.0-0.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","13","146287","0.0-6.0-4.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","4167","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","14","148239","0.0-6.0-5.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","1948","","{""Q0"":4}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","15","154250","0.0-7.0-0.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","16","156006","0.0-7.0-1.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","1753","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>3Â¢</b>.</p>
                      <p>Would you like to view or wait?</p>","0","offer_choice","view",""
"","","","","","html-keyboard-response","17","162012","0.0-7.0-2.0-0.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width:300px;height:300px;"">
                   </div>","null","view_card_b","",""
"","","","","","html-keyboard-response","18","168025","0.0-7.0-2.0-1.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width:300px;height:300px;"">
                   </div>","null","view_card_c","",""
"","","","","","survey-likert","19","170871","0.0-7.0-4.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","2843","","{""Q0"":3}","surprise_rating","","[0]"
"","","","","","survey-likert","20","172352","0.0-7.0-5.0","E8454A56D9AC4EA0ABBBFB0320FBD547","019a563a-7757-7c71-883b-5e1c7b1afb5d","019a5638-fce4-7175-8d5f-4bb0e2ed3fec","red","3","","1477","","{""Q0"":4}","enjoyment_rating","","[0]"
