"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","559","0.0-0.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","","","","","","","",""
"","","","","","instructions","1","5948","0.0-1.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","[{""page_index"":0,""viewing_time"":5384}]","5387","","","","","","",""
"","","","","","instructions","2","25743","0.0-2.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","[{""page_index"":0,""viewing_time"":19793}]","19794","","","","","","",""
"true","","","","","fullscreen","3","29610","0.0-3.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","2861","","","","","","",""
"","","","","","instructions","4","57602","0.0-4.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","[{""page_index"":0,""viewing_time"":27989}]","27989","","","","","","",""
"","","","","","html-keyboard-response","5","63606","0.0-5.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","10","1","A","",""
"","","","","","html-keyboard-response","6","69608","0.0-6.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","10","1","B","",""
"","","","","","html-keyboard-response","7","75610","0.0-7.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","10","1","C","",""
"","","","","","html-button-response","8","81072","0.0-8.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","5457","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","10","1","choice","0",""
"","","","","","html-keyboard-response","9","87075","0.0-9.0-0.0-0.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","10","1","D","",""
"","","","","","survey-likert","10","93613","0.0-10.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","6529","","{""Q0"":3}","10","1","surprise_rating","","[0]"
"","","","","","survey-likert","11","99314","0.0-11.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","5697","","{""Q0"":3}","10","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","12","105318","0.0-12.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","13","111320","0.0-13.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","A","",""
"","","","","","html-keyboard-response","14","117326","0.0-14.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","B","",""
"","","","","","html-keyboard-response","15","123328","0.0-15.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","C","",""
"","","","","","html-button-response","16","125962","0.0-16.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","2630","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","7","1","choice","0",""
"","","","","","html-keyboard-response","17","131964","0.0-17.0-0.0-0.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","D","",""
"","","","","","survey-likert","18","137973","0.0-18.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","6004","","{""Q0"":3}","7","1","surprise_rating","","[0]"
"","","","","","survey-likert","19","140535","0.0-19.0","2706A8439ABE4C179A8FAC8CCA0FBB9C","0199dc13-d2c2-710d-a31b-1601f4530624","0199dbff-9ef9-7d24-b003-ca5c47ba9671","","2558","","{""Q0"":2}","7","1","enjoyment_rating","","[0]"
