"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","193","0.0-0.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","","","","","","","",""
"","","","","","instructions","1","1587","0.0-1.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","[{""page_index"":0,""viewing_time"":1393}]","1394","","","","","","",""
"","","","","","instructions","2","3527","0.0-2.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","[{""page_index"":0,""viewing_time"":1940}]","1940","","","","","","",""
"true","","","","","fullscreen","3","5544","0.0-3.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","1010","","","","","","",""
"","","","","","instructions","4","14003","0.0-4.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","[{""page_index"":0,""viewing_time"":8459}]","8459","","","","","","",""
"","","","","","html-keyboard-response","5","20006","0.0-5.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","9","1","A","",""
"","","","","","html-keyboard-response","6","26008","0.0-6.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","9","1","B","",""
"","","","","","html-keyboard-response","7","32010","0.0-7.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","9","1","C","",""
"","","","","","html-button-response","8","39190","0.0-8.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","7177","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","9","1","choice","1",""
"","","","","","html-keyboard-response","9","45191","0.0-9.0-1.0-0.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_9/semantic_series_9_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","9","1","D","",""
"","","","","","survey-likert","10","48315","0.0-10.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","3121","","{""Q0"":2}","9","1","surprise_rating","","[0]"
"","","","","","survey-likert","11","50627","0.0-11.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","2310","","{""Q0"":3}","9","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","12","56628","0.0-12.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","13","62629","0.0-13.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","1","1","A","",""
"","","","","","html-keyboard-response","14","68632","0.0-14.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","1","1","B","",""
"","","","","","html-keyboard-response","15","74634","0.0-15.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","1","1","C","",""
"","","","","","html-button-response","16","94593","0.0-16.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","19959","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","1","1","choice","0",""
"","","","","","html-keyboard-response","17","100595","0.0-17.0-0.0-0.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","1","1","D","",""
"","","","","","survey-likert","18","102882","0.0-18.0","115DA6BE849B4E21ADDF661C1D150DDB","0199d6d5-61de-7ca1-9223-3d56144a4114","0199d6c6-52b5-75b7-8a11-3e0d2849423a","","2285","","{""Q0"":1}","1","1","surprise_rating","","[0]"
