"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","1341","0.0-0.0","4AEDFE9C48454AFD86AD95F14F41B24A","019a574d-d10c-71ce-b69f-be4b8920c301","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","","","","","",""
"","","","","","instructions","1","4156","0.0-1.0","4AEDFE9C48454AFD86AD95F14F41B24A","019a574d-d10c-71ce-b69f-be4b8920c301","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","[{""page_index"":0,""viewing_time"":2815}]","2815","","","","",""
"","","","","","instructions","2","8946","0.0-2.0","4AEDFE9C48454AFD86AD95F14F41B24A","019a574d-d10c-71ce-b69f-be4b8920c301","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","[{""page_index"":0,""viewing_time"":4789}]","4789","","","","",""
"true","","","","","fullscreen","3","11981","0.0-3.0","4AEDFE9C48454AFD86AD95F14F41B24A","019a574d-d10c-71ce-b69f-be4b8920c301","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","2028","","","","",""
"","","","","","instructions","4","41084","0.0-4.0","4AEDFE9C48454AFD86AD95F14F41B24A","019a574d-d10c-71ce-b69f-be4b8920c301","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","[{""page_index"":0,""viewing_time"":29102}]","29102","","","","",""
"","","","","","html-keyboard-response","5","47090","0.0-5.0-0.0","4AEDFE9C48454AFD86AD95F14F41B24A","019a574d-d10c-71ce-b69f-be4b8920c301","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","51264","0.0-5.0-1.0","4AEDFE9C48454AFD86AD95F14F41B24A","019a574d-d10c-71ce-b69f-be4b8920c301","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","4174","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","57270","0.0-5.0-4.0-0.0","4AEDFE9C48454AFD86AD95F14F41B24A","019a574d-d10c-71ce-b69f-be4b8920c301","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","76922","0.0-5.0-5.0","4AEDFE9C48454AFD86AD95F14F41B24A","019a574d-d10c-71ce-b69f-be4b8920c301","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","19651","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","9","79229","0.0-5.0-6.0","4AEDFE9C48454AFD86AD95F14F41B24A","019a574d-d10c-71ce-b69f-be4b8920c301","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","2306","","{""Q0"":2}","enjoyment_rating","","[0]"
