"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","wait_time","view_history","rt","stimulus","response","phase","decision"
"true","false","[]","[]","[]","preload","0","446","0.0-0.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","","","","",""
"","","","","","instructions","1","2765","0.0-1.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":2319}]","2319","","","",""
"","","","","","instructions","2","10447","0.0-2.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":7681}]","7681","","","",""
"true","","","","","fullscreen","3","16099","0.0-3.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","4649","","","",""
"","","","","","instructions","4","48648","0.0-4.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":32549}]","32549","","","",""
"","","","","","instructions","5","56563","0.0-5.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","[{""page_index"":0,""viewing_time"":7914}]","7914","","","",""
"","","","","","html-keyboard-response","6","62566","0.0-6.0-0.0-0.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","7","70982","0.0-6.0-0.0-1.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","8414","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows a sequence of unrelated events with no causal link.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","8","78985","0.0-6.0-0.0-2.0-0.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","9","84988","0.0-6.0-1.0-0.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","10","90865","0.0-6.0-1.0-1.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","5875","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows a sequence of events with a cause-and-effect relationship.</p>
                      <p>If you choose to view, you will need to wait <b>6 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","11","96868","0.0-6.0-1.0-2.0-0.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<p style=""font-size:22px;"">Please wait <b>6</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","12","102871","0.0-6.0-2.0-0.0","15B276FF95504EE98C448484CC5EDA54","019a71a1-11a6-77de-89c9-b0caba8168fa","019a719d-eb47-7867-b440-fd981f2acb8b","red","12000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
