"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","237","0.0-0.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","","","","","",""
"","","","","","instructions","1","5565","0.0-1.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","[{""page_index"":0,""viewing_time"":5326}]","5326","","","","",""
"","","","","","instructions","2","10832","0.0-2.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","[{""page_index"":0,""viewing_time"":5264}]","5264","","","","",""
"true","","","","","fullscreen","3","13732","0.0-3.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","1896","","","","",""
"","","","","","instructions","4","65716","0.0-4.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","[{""page_index"":0,""viewing_time"":51979}]","51979","","","","",""
"","","","","","html-keyboard-response","5","72207","0.0-5.0-0.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","77517","0.0-5.0-1.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","5308","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","83526","0.0-5.0-4.0-0.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","89452","0.0-5.0-5.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","5924","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","9","92450","0.0-5.0-6.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","2996","","{""Q0"":2}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","98457","0.0-6.0-0.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","11","103182","0.0-6.0-1.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","4723","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","12","109425","0.0-6.0-4.0-0.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","13","112667","0.0-6.0-5.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","3240","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","14","115451","0.0-6.0-6.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","2782","","{""Q0"":2}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","15","121486","0.0-7.0-0.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","16","123200","0.0-7.0-1.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","1711","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","17","129497","0.0-7.0-4.0-0.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","18","134284","0.0-7.0-5.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","4785","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","19","136566","0.0-7.0-6.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","2282","","{""Q0"":1}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","20","142575","0.0-8.0-0.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","21","148167","0.0-8.0-1.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","5592","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","22","154170","0.0-8.0-4.0-0.0","68143EDF162F4A8AA3C26ACD0D06BD9E","019a5778-24d0-73e1-a8f5-30956595edd2","019a5749-1dd3-7675-a1bc-ca532ed32c54","red","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
