"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice"
"true","false","[]","[]","[]","preload","0","357","0.0-0.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","","","","",""
"","","","","","instructions","1","4854","0.0-1.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","[{""page_index"":0,""viewing_time"":4497}]","4497","","",""
"","","","","","instructions","2","26410","0.0-2.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","[{""page_index"":0,""viewing_time"":21556}]","21556","","",""
"true","","","","","fullscreen","3","30840","0.0-3.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","","3422","","",""
"","","","","","instructions","4","39515","0.0-4.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","[{""page_index"":0,""viewing_time"":8674}]","8674","","",""
"","","","","","html-keyboard-response","5","46526","0.0-5.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","6","53530","0.0-6.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","7","60534","0.0-7.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-button-response","8","90253","0.0-8.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","","29717","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","1"
"","","","","","html-keyboard-response","9","97256","0.0-9.0-1.0-0.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_7/semantic_series_7_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","10","104258","0.0-10.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","11","111273","0.0-11.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","12","118282","0.0-12.0","496DDD06DEFB45479BD534FDF4A48140","0199ad15-0329-7c79-99a4-28a86b19c89b","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
