"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","1878","0.0-0.0","E60BC9BA6D4B4D37BAA89EA262FF0030","019a5765-23f4-7ecf-a9b3-a4ee3f4107b5","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","","","","","",""
"","","","","","instructions","1","3240","0.0-1.0","E60BC9BA6D4B4D37BAA89EA262FF0030","019a5765-23f4-7ecf-a9b3-a4ee3f4107b5","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","[{""page_index"":0,""viewing_time"":1361}]","1361","","","","",""
"","","","","","instructions","2","5288","0.0-2.0","E60BC9BA6D4B4D37BAA89EA262FF0030","019a5765-23f4-7ecf-a9b3-a4ee3f4107b5","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","[{""page_index"":0,""viewing_time"":2048}]","2049","","","","",""
"true","","","","","fullscreen","3","3028996","0.0-3.0","E60BC9BA6D4B4D37BAA89EA262FF0030","019a5765-23f4-7ecf-a9b3-a4ee3f4107b5","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","3022700","","","","",""
"","","","","","instructions","4","3065051","0.0-4.0","E60BC9BA6D4B4D37BAA89EA262FF0030","019a5765-23f4-7ecf-a9b3-a4ee3f4107b5","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","[{""page_index"":0,""viewing_time"":36054}]","36055","","","","",""
"","","","","","html-keyboard-response","5","3071054","0.0-5.0-0.0","E60BC9BA6D4B4D37BAA89EA262FF0030","019a5765-23f4-7ecf-a9b3-a4ee3f4107b5","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","3074070","0.0-5.0-1.0","E60BC9BA6D4B4D37BAA89EA262FF0030","019a5765-23f4-7ecf-a9b3-a4ee3f4107b5","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","3013","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","3080075","0.0-5.0-4.0-0.0","E60BC9BA6D4B4D37BAA89EA262FF0030","019a5765-23f4-7ecf-a9b3-a4ee3f4107b5","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","3083188","0.0-5.0-5.0","E60BC9BA6D4B4D37BAA89EA262FF0030","019a5765-23f4-7ecf-a9b3-a4ee3f4107b5","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","3106","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","9","3086467","0.0-5.0-6.0","E60BC9BA6D4B4D37BAA89EA262FF0030","019a5765-23f4-7ecf-a9b3-a4ee3f4107b5","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","3","","3278","","{""Q0"":0}","enjoyment_rating","","[0]"
