"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","255","0.0-0.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","","","","","","",""
"","","","","","instructions","1","3499","0.0-1.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":3242}]","3243","","","","","",""
"","","","","","instructions","2","7978","0.0-2.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":4478}]","4479","","","","","",""
"true","","","","","fullscreen","3","10400","0.0-3.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","1404","","","","","",""
"","","","","","instructions","4","22453","0.0-4.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":12052}]","12052","","","","","",""
"","","","","","instructions","5","26581","0.0-5.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":4127}]","4127","","","","","",""
"","","","","","html-keyboard-response","6","30592","0.0-6.0-0.0-0.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","36097","0.0-6.0-0.0-1.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","5503","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","12000","view"
"","","","","","html-keyboard-response","8","48104","0.0-6.0-0.0-2.0-0.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen","blue","12000",""
"","","","","","html-keyboard-response","9","52116","0.0-6.0-1.0-0.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","12000",""
"","","","","","html-button-response","10","56117","0.0-6.0-1.0-1.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","3999","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","12000","view"
"","","","","","html-keyboard-response","11","68127","0.0-6.0-1.0-2.0-0.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen","blue","12000",""
"","","","","","html-keyboard-response","12","72129","0.0-6.0-2.0-0.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","12000",""
"","","","","","html-button-response","13","76695","0.0-6.0-2.0-1.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","4565","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","red","8000","view"
"","","","","","html-keyboard-response","14","84698","0.0-6.0-2.0-2.0-0.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen","red","8000",""
"","","","","","html-keyboard-response","15","88701","0.0-6.0-3.0-0.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","8000",""
"","","","","","html-button-response","16","93846","0.0-6.0-3.0-1.0","63D47D63335D45F089B60F2E3DE531EF","019a73fb-cc39-74a3-bbd3-1762870e633c","019a73f3-2330-77da-838d-1b323d7854ea","","5143","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","4000","view"
