"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","551","0.0-0.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","","","","","","","","",""
"","","","","","instructions","1","9468","0.0-1.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":8916}]","8916","","","","","","",""
"","","","","","instructions","2","12745","0.0-2.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":3276}]","3276","","","","","","",""
"true","","","","","fullscreen","3","32518","0.0-3.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","","18768","","","","","","",""
"","","","","","instructions","4","50189","0.0-4.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","[{""page_index"":0,""viewing_time"":17670}]","17670","","","","","","",""
"","","","","","html-keyboard-response","5","56199","0.0-5.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","A","",""
"","","","","","html-button-response","6","58362","0.0-6.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","","2160","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","4","1","choice","0",""
"","","","","","html-keyboard-response","7","64370","0.0-7.0-0.0-0.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","B","",""
"","","","","","html-keyboard-response","8","70382","0.0-7.0-0.0-1.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","C","",""
"","","","","","html-keyboard-response","9","76397","0.0-7.0-0.0-2.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","D","",""
"","","","","","survey-likert","10","82406","0.0-8.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","","6006","","{""Q0"":3}","4","1","surprise_rating","","[0]"
"","","","","","survey-likert","11","84950","0.0-9.0","D66EA70CA4F64CC0B50F9A805D8F79D5","0199d689-5151-7dc7-b7fb-3a88b6ee2dd1","0199d675-8795-765b-adc2-c813de8cd3d1","","2544","","{""Q0"":4}","4","1","enjoyment_rating","","[0]"
