"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice"
"true","false","[]","[]","[]","preload","0","1039","0.0-0.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","","","",""
"","","","","","instructions","1","22966","0.0-1.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","[{""page_index"":0,""viewing_time"":21925}]","21926","","",""
"","","","","","instructions","2","39880","0.0-2.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","[{""page_index"":0,""viewing_time"":16913}]","16913","","",""
"true","","","","","fullscreen","3","43157","0.0-3.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","2267","","",""
"","","","","","instructions","4","221540","0.0-4.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","[{""page_index"":0,""viewing_time"":178383}]","178383","","",""
"","","","","","html-keyboard-response","5","228555","0.0-5.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-button-response","6","240106","0.0-6.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","11549","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","1"
"","","","","","html-keyboard-response","7","247114","0.0-7.0-1.0-0.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_1/semantic_series_1_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","8","254124","0.0-7.0-1.0-1.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_1/semantic_series_1_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","9","261138","0.0-7.0-1.0-2.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_1/semantic_series_1_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","10","268148","0.0-8.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","11","275159","0.0-9.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-button-response","12","284522","0.0-10.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","9362","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0"
"","","","","","html-keyboard-response","13","291529","0.0-11.0-0.0-0.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","14","298537","0.0-11.0-0.0-1.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","15","305552","0.0-11.0-0.0-2.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","16","312558","0.0-12.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","17","319567","0.0-13.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-button-response","18","324570","0.0-14.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","5002","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0"
"","","","","","html-keyboard-response","19","331575","0.0-15.0-0.0-0.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","20","338581","0.0-15.0-0.0-1.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","21","345596","0.0-15.0-0.0-2.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","22","352608","0.0-16.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","23","359614","0.0-17.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-button-response","24","365916","0.0-18.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","6301","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0"
"","","","","","html-keyboard-response","25","372926","0.0-19.0-0.0-0.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","26","379932","0.0-19.0-0.0-1.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","27","386933","0.0-19.0-0.0-2.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","28","393945","0.0-20.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","29","400956","0.0-21.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-button-response","30","401782","0.0-22.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","824","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0"
"","","","","","html-keyboard-response","31","408791","0.0-23.0-0.0-0.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","32","415794","0.0-23.0-0.0-1.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","33","422809","0.0-23.0-0.0-2.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","34","429822","0.0-24.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","35","436826","0.0-25.0","0870B39E7CB348DBB74699311458D574","0199b0a6-25e0-7bdb-8926-f7dd5071e5b6","0199b0a1-e458-7c09-8b8a-a795043d6e93","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
