"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","5371","0.0-0.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","","","","",""
"","","","","","instructions","1","134223","0.0-1.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","[{""page_index"":0,""viewing_time"":128850}]","128851","","","",""
"","","","","","instructions","2","160942","0.0-2.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","[{""page_index"":0,""viewing_time"":26718}]","26718","","","",""
"true","","","","","fullscreen","3","170761","0.0-3.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","8782","","","",""
"","","","","","instructions","4","216862","0.0-4.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","[{""page_index"":0,""viewing_time"":46100}]","46100","","","",""
"","","","","","html-keyboard-response","5","223865","0.0-5.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","6","230879","0.0-6.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","7","237890","0.0-7.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","8","285014","0.0-8.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","47122","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
"","","","","","html-keyboard-response","9","292015","0.0-9.0-0.0-0.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","survey-likert","10","304142","0.0-10.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","12091","","{""Q0"":2}","","[0]"
"","","","","","survey-likert","11","319582","0.0-11.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","15439","","{""Q0"":2}","","[0]"
"","","","","","html-keyboard-response","12","326584","0.0-12.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","13","333598","0.0-13.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","14","340602","0.0-14.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-keyboard-response","15","347612","0.0-15.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","",""
"","","","","","html-button-response","16","352119","0.0-16.0","A9C74B1F6C5847F293B3F01AB309F120","0199d1a7-88b9-7fb5-aaf7-5e47bf4988cb","0199d186-0eff-7474-b70b-510438a34121","","4506","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0",""
