"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","564","0.0-0.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","","","","","","","",""
"","","","","","instructions","1","2368","0.0-1.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","[{""page_index"":0,""viewing_time"":1803}]","1804","","","","","",""
"","","","","","instructions","2","6167","0.0-2.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","[{""page_index"":0,""viewing_time"":3799}]","3799","","","","","",""
"true","","","","","fullscreen","3","8409","0.0-3.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","","1238","","","","","",""
"","","","","","instructions","4","20073","0.0-4.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","[{""page_index"":0,""viewing_time"":11663}]","11663","","","","","",""
"","","","","","instructions","5","24937","0.0-5.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","[{""page_index"":0,""viewing_time"":4864}]","4864","","","","","",""
"","","","","","html-keyboard-response","6","28940","0.0-6.0-0.0-0.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","38546","0.0-6.0-0.0-1.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","","9604","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","red","12000","skip"
"","","","","","html-keyboard-response","8","40548","0.0-6.0-0.0-5.0-0.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","red","12000",""
"","","","","","html-keyboard-response","9","44550","0.0-6.0-1.0-0.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","12000",""
"","","","","","html-button-response","10","45646","0.0-6.0-1.0-1.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","","1095","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","red","12000","view"
"","","","","","html-keyboard-response","11","57649","0.0-6.0-1.0-2.0-0.0","BD88A1454C3F4616A963D93A21CC1D2C","019a73e2-0b03-77c2-b2f2-afa966fa8600","019a73db-57af-7cd6-a469-a36bc92c93ac","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen","red","12000",""
