"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","1231","0.0-0.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","","","","","",""
"","","","","","instructions","1","5693","0.0-1.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":4461}]","4461","","","","",""
"","","","","","instructions","2","9690","0.0-2.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":3997}]","3997","","","","",""
"true","","","","","fullscreen","3","12426","0.0-3.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","1733","","","","",""
"","","","","","instructions","4","16152","0.0-4.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","[{""page_index"":0,""viewing_time"":3726}]","3727","","","","",""
"","","","","","html-button-response","5","19535","0.0-5.0-0.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","3381","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","6","31536","0.0-5.0-1.0-1.0-0.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_8/semantic_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","semantic_a","",""
"","","","","","survey-likert","7","36429","0.0-5.0-2.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","4892","","{""Q0"":2}","surprise_rating","","[0]"
"","","","","","survey-likert","8","42573","0.0-5.0-3.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","6144","","{""Q0"":3}","enjoyment_rating","","[0]"
"","","","","","html-button-response","9","46075","0.0-6.0-0.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","3501","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","10","58079","0.0-6.0-1.0-1.0-0.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_1/semantic_series_1_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","semantic_a","",""
"","","","","","survey-likert","11","63900","0.0-6.0-2.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","5821","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","12","66295","0.0-6.0-3.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","2394","","{""Q0"":1}","enjoyment_rating","","[0]"
"","","","","","html-button-response","13","67091","0.0-7.0-0.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","795","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","deck_choice","0",""
"","","","","","html-keyboard-response","14","73103","0.0-7.0-1.0-0.0-0.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-keyboard-response","15","79107","0.0-7.0-1.0-0.0-1.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_b","",""
"","","","","","survey-likert","16","83192","0.0-7.0-2.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","4084","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","17","86652","0.0-7.0-3.0","99434241871B4C47B3EF5E984EC861C9","019a50d2-677c-7e0c-81db-2e532113bc51","019a50cf-ba5d-7779-b88c-2ff4a321cee9","","3459","","{""Q0"":1}","enjoyment_rating","","[0]"
