"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","1259","0.0-0.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","","","","","","","",""
"","","","","","instructions","1","5595","0.0-1.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","[{""page_index"":0,""viewing_time"":4335}]","4335","","","","","","",""
"","","","","","instructions","2","15307","0.0-2.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","[{""page_index"":0,""viewing_time"":9711}]","9712","","","","","","",""
"true","","","","","fullscreen","3","18577","0.0-3.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2267","","","","","","",""
"","","","","","instructions","4","40378","0.0-4.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","[{""page_index"":0,""viewing_time"":21800}]","21801","","","","","","",""
"","","","","","html-keyboard-response","5","46380","0.0-5.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","6","1","A","",""
"","","","","","html-keyboard-response","6","52382","0.0-6.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","6","1","B","",""
"","","","","","html-keyboard-response","7","58383","0.0-7.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","6","1","C","",""
"","","","","","html-button-response","8","61662","0.0-8.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","3278","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","6","1","choice","0",""
"","","","","","html-keyboard-response","9","67664","0.0-9.0-0.0-0.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","6","1","D","",""
"","","","","","survey-likert","10","73536","0.0-10.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","5869","","{""Q0"":0}","6","1","surprise_rating","","[0]"
"","","","","","survey-likert","11","77003","0.0-11.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","3466","","{""Q0"":2}","6","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","12","83004","0.0-12.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","13","89005","0.0-13.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","A","",""
"","","","","","html-keyboard-response","14","95007","0.0-14.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","B","",""
"","","","","","html-keyboard-response","15","101010","0.0-15.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","C","",""
"","","","","","html-button-response","16","102606","0.0-16.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","1595","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","8","1","choice","1",""
"","","","","","html-keyboard-response","17","108608","0.0-17.0-1.0-0.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_8/semantic_series_8_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","8","1","D","",""
"","","","","","survey-likert","18","111915","0.0-18.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","3305","","{""Q0"":4}","8","1","surprise_rating","","[0]"
"","","","","","survey-likert","19","114266","0.0-19.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2351","","{""Q0"":4}","8","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","20","120267","0.0-20.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","21","126269","0.0-21.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","A","",""
"","","","","","html-keyboard-response","22","132271","0.0-22.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","B","",""
"","","","","","html-keyboard-response","23","138273","0.0-23.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","C","",""
"","","","","","html-button-response","24","139601","0.0-24.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","1327","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","7","1","choice","1",""
"","","","","","html-keyboard-response","25","145603","0.0-25.0-1.0-0.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_7/semantic_series_7_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","7","1","D","",""
"","","","","","survey-likert","26","148106","0.0-26.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","2502","","{""Q0"":4}","7","1","surprise_rating","","[0]"
"","","","","","survey-likert","27","151429","0.0-27.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","3322","","{""Q0"":4}","7","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","28","157430","0.0-28.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","29","163432","0.0-29.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","1","1","A","",""
"","","","","","html-keyboard-response","30","169433","0.0-30.0","A4E885E312A8418AB78D58FE669F0ACC","0199dba9-537b-715b-9268-217bfc1435d9","0199dba2-79c8-7e9d-9c1e-4c8d6614b755","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","1","1","B","",""
