"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","594","0.0-0.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","","","","","","","",""
"","","","","","instructions","1","2819","0.0-1.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":2225}]","2225","","","","","",""
"","","","","","instructions","2","8844","0.0-2.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":6025}]","6026","","","","","",""
"true","","","","","fullscreen","3","11189","0.0-3.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","","1342","","","","","",""
"","","","","","instructions","4","36622","0.0-4.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":25434}]","25435","","","","","",""
"","","","","","instructions","5","45534","0.0-5.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":8913}]","8913","","","","","",""
"","","","","","html-keyboard-response","6","49537","0.0-6.0-0.0-0.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","57907","0.0-6.0-0.0-1.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","","8369","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","red","12000","skip"
"","","","","","html-keyboard-response","8","59910","0.0-6.0-0.0-5.0-0.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","red","12000",""
"","","","","","html-keyboard-response","9","63912","0.0-6.0-1.0-0.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","12000",""
"","","","","","html-button-response","10","67981","0.0-6.0-1.0-1.0","1A22EE9611B642EDA9EA4C1E241237C1","019a73f6-ceed-7cd1-8e3e-712203950191","019a73f3-2330-77da-838d-1b323d7854ea","","4068","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","4000","view"
