"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","595","0.0-0.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","","","","","",""
"","","","","","instructions","1","2839","0.0-1.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":2241}]","2242","","","","",""
"","","","","","instructions","2","5221","0.0-2.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":2380}]","2381","","","","",""
"true","","","","","fullscreen","3","7197","0.0-3.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","974","","","","",""
"","","","","","instructions","4","10500","0.0-4.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":3302}]","3302","","","","",""
"","","","","","html-keyboard-response","5","17503","0.0-5.0-0.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","6","20093","0.0-5.0-1.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","2587","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","7","27096","0.0-5.0-2.0-0.0-0.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_b","",""
"","","","","","html-keyboard-response","8","34097","0.0-5.0-2.0-0.0-1.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_c","",""
"","","","","","survey-likert","9","38038","0.0-5.0-3.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","3938","","{""Q0"":3}","surprise_rating","","[0]"
"","","","","","survey-likert","10","40427","0.0-5.0-4.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","2386","","{""Q0"":3}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","11","47429","0.0-6.0-0.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","12","49859","0.0-6.0-1.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","2429","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","deck_choice","0",""
"","","","","","html-keyboard-response","13","55861","0.0-6.0-2.0-1.0-0.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_9_c","",""
"","","","","","html-keyboard-response","14","61862","0.0-6.0-2.0-1.0-1.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_5_c","",""
"","","","","","survey-likert","15","65056","0.0-6.0-3.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","3193","","{""Q0"":3}","surprise_rating","","[0]"
"","","","","","survey-likert","16","68185","0.0-6.0-4.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","3127","","{""Q0"":3}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","17","75187","0.0-7.0-0.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","18","92363","0.0-7.0-1.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","17175","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","19","99365","0.0-7.0-2.0-0.0-0.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_b","",""
"","","","","","html-keyboard-response","20","106371","0.0-7.0-2.0-0.0-1.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_5/causal_series_5_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_c","",""
"","","","","","survey-likert","21","109363","0.0-7.0-3.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","2989","","{""Q0"":3}","surprise_rating","","[0]"
"","","","","","survey-likert","22","111411","0.0-7.0-4.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","2042","","{""Q0"":3}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","23","118414","0.0-8.0-0.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","24","121302","0.0-8.0-1.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","2885","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","25","128303","0.0-8.0-2.0-0.0-0.0","7837F092ABDB4696B653011B7481CCF5","019a526e-9cfd-7d9f-85b3-56e782183d15","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_b","",""
