"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","2384","0.0-0.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","","","","","","",""
"","","","","","instructions","1","5960","0.0-1.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":3574}]","3575","","","","","",""
"","","","","","instructions","2","20057","0.0-2.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":14096}]","14096","","","","","",""
"true","","","","","fullscreen","3","23357","0.0-3.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","2292","","","","","",""
"","","","","","instructions","4","41489","0.0-4.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":18132}]","18132","","","","","",""
"","","","","","instructions","5","50315","0.0-5.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":8826}]","8826","","","","","",""
"","","","","","html-keyboard-response","6","54325","0.0-6.0-0.0-0.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","63276","0.0-6.0-0.0-1.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","8948","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","12000","view"
"","","","","","html-keyboard-response","8","75285","0.0-6.0-0.0-2.0-0.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen","blue","12000",""
"","","","","","html-keyboard-response","9","79293","0.0-6.0-1.0-0.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_1/causal_series_1_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","12000",""
"","","","","","html-button-response","10","80911","0.0-6.0-1.0-1.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","1617","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>4 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","4000","view"
"","","","","","html-keyboard-response","11","84915","0.0-6.0-1.0-2.0-0.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Please wait <b>4</b> seconds...</p>","null","waiting_screen","blue","4000",""
"","","","","","html-keyboard-response","12","88930","0.0-6.0-2.0-0.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_6/causal_series_6_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","blue","4000",""
"","","","","","html-button-response","13","90557","0.0-6.0-2.0-1.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","1626","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","blue","12000","view"
"","","","","","html-keyboard-response","14","102567","0.0-6.0-2.0-2.0-0.0","72B8CA2080A245F28B1E22C9FC225039","019a73f7-becb-7dec-8899-db35e8905e49","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen","blue","12000",""
