"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","wait_time","view_history","rt","stimulus","response","phase","decision"
"true","false","[]","[]","[]","preload","0","2517","0.0-0.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","","","","",""
"","","","","","instructions","1","6292","0.0-1.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","[{""page_index"":0,""viewing_time"":3775}]","3775","","","",""
"","","","","","instructions","2","19873","0.0-2.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","[{""page_index"":0,""viewing_time"":13581}]","13581","","","",""
"true","","","","","fullscreen","3","22655","0.0-3.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","1781","","","",""
"","","","","","instructions","4","35037","0.0-4.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","[{""page_index"":0,""viewing_time"":12382}]","12382","","","",""
"","","","","","instructions","5","42506","0.0-5.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","[{""page_index"":0,""viewing_time"":7469}]","7469","","","",""
"","","","","","html-keyboard-response","6","46521","0.0-6.0-0.0-0.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","7","55423","0.0-6.0-0.0-1.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","8901","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","8","63430","0.0-6.0-0.0-2.0-0.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","9","67434","0.0-6.0-1.0-0.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_9/causal_series_9_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","10","72484","0.0-6.0-1.0-1.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","5050","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","skip"
"","","","","","html-keyboard-response","11","74503","0.0-6.0-1.0-5.0-0.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen",""
"","","","","","html-keyboard-response","12","78515","0.0-6.0-2.0-0.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","13","79866","0.0-6.0-2.0-1.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","1350","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","14","91879","0.0-6.0-2.0-2.0-0.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","null","<p style=""font-size:22px;"">Please wait <b>12</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","15","95893","0.0-6.0-3.0-0.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_7/causal_series_7_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
"","","","","","html-button-response","16","100777","0.0-6.0-3.0-1.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","4884","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue series shows an event that has a cause and an effect.</p>
                      <p>If you choose to view, you will need to wait <b>8 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","0","offer_choice","view"
"","","","","","html-keyboard-response","17","108781","0.0-6.0-3.0-2.0-0.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","null","<p style=""font-size:22px;"">Please wait <b>8</b> seconds...</p>","null","waiting_screen",""
"","","","","","html-keyboard-response","18","112788","0.0-6.0-4.0-0.0","6CB8FF85337348CB87831EC3A593B538","019a73b6-6cae-73ef-8c28-7e00d257776b","019a73b2-d563-7054-95cc-7949b2183cb2","blue","4000","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start",""
