"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice"
"true","false","[]","[]","[]","preload","0","3130","0.0-0.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","","","","",""
"","","","","","instructions","1","10881","0.0-1.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","[{""page_index"":0,""viewing_time"":7750}]","7751","","",""
"","","","","","instructions","2","17477","0.0-2.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","[{""page_index"":0,""viewing_time"":6595}]","6595","","",""
"true","","","","","fullscreen","3","20900","0.0-3.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","","2407","","",""
"","","","","","instructions","4","146671","0.0-4.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","[{""page_index"":0,""viewing_time"":125770}]","125770","","",""
"","","","","","html-keyboard-response","5","153680","0.0-5.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","6","160682","0.0-6.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","7","167687","0.0-7.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-button-response","8","171828","0.0-8.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","","4140","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","0","0"
"","","","","","html-keyboard-response","9","178838","0.0-9.0-0.0-0.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","10","185853","0.0-10.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
"","","","","","html-keyboard-response","11","192869","0.0-11.0","6C739508770441DCBADD97B2C1E6CA91","0199ace4-c132-7e7c-b3f1-760f29eca5fb","0199ace1-b359-7f5c-9116-f77d3800ea9b","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null",""
