"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","offered_color","view_cost","view_history","rt","stimulus","response","phase","decision","question_order"
"true","false","[]","[]","[]","preload","0","502","0.0-0.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","","","","","",""
"","","","","","instructions","1","2303","0.0-1.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","[{""page_index"":0,""viewing_time"":1800}]","1801","","","","",""
"","","","","","instructions","2","5325","0.0-2.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","[{""page_index"":0,""viewing_time"":3022}]","3022","","","","",""
"true","","","","","fullscreen","3","7925","0.0-3.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","1597","","","","",""
"","","","","","instructions","4","24971","0.0-4.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","[{""page_index"":0,""viewing_time"":17044}]","17045","","","","",""
"","","","","","html-keyboard-response","5","30978","0.0-5.0-0.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_8/causal_series_8_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","6","35687","0.0-5.0-1.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","4707","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","7","41695","0.0-5.0-4.0-0.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","8","45160","0.0-5.0-5.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","3460","","{""Q0"":3}","surprise_rating","","[0]"
"","","","","","survey-likert","9","47953","0.0-5.0-6.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","2792","","{""Q0"":4}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","10","53958","0.0-6.0-0.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","11","60060","0.0-6.0-1.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","6090","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red deck shows two unrelated facts.</p>
                      <p>If you choose to view, it will cost <b>1 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","12","66063","0.0-6.0-4.0-0.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","13","70704","0.0-6.0-5.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","4638","","{""Q0"":0}","surprise_rating","","[0]"
"","","","","","survey-likert","14","73888","0.0-6.0-6.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","3182","","{""Q0"":3}","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","15","79894","0.0-7.0-0.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","",""
"","","","","","html-button-response","16","81988","0.0-7.0-1.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","2092","<p style=""font-size:22px;"">The next deck offered is 
                        <span style=""color:blue; font-weight:bold;"">BLUE</span>.</p>
                      <p>The blue deck shows two related facts.</p>
                      <p>If you choose to view, it will cost <b>5 cents</b>.</p>
                      <p>Would you like to view or wait?</p>","1","offer_choice","wait",""
"","","","","","html-keyboard-response","17","87990","0.0-7.0-4.0-0.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","null","<p style=""font-size:22px;"">Waiting...</p>","null","wait_screen","",""
"","","","","","survey-likert","18","90103","0.0-7.0-5.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","2111","","{""Q0"":3}","surprise_rating","","[0]"
"","","","","","survey-likert","19","94126","0.0-7.0-6.0","38D57F074217494D965FAD0E8F26E8E5","019a575a-8b0d-7d92-8e6c-fb1f1015e0a3","019a5749-1dd3-7675-a1bc-ca532ed32c54","blue","1","","4022","","{""Q0"":4}","enjoyment_rating","","[0]"
