"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","2410","0.0-0.0","1ED68823D3214CDBB80039EC4F099D48","019a5253-a6d0-7cfd-b182-c1ca4dbbae0f","019a524e-1850-7fa4-8556-8a611a5fd0c9","","","","","","",""
"","","","","","instructions","1","4740","0.0-1.0","1ED68823D3214CDBB80039EC4F099D48","019a5253-a6d0-7cfd-b182-c1ca4dbbae0f","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":2329}]","2329","","","","",""
"","","","","","instructions","2","7107","0.0-2.0","1ED68823D3214CDBB80039EC4F099D48","019a5253-a6d0-7cfd-b182-c1ca4dbbae0f","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":2366}]","2366","","","","",""
"true","","","","","fullscreen","3","9567","0.0-3.0","1ED68823D3214CDBB80039EC4F099D48","019a5253-a6d0-7cfd-b182-c1ca4dbbae0f","019a524e-1850-7fa4-8556-8a611a5fd0c9","","1457","","","","",""
"","","","","","instructions","4","34308","0.0-4.0","1ED68823D3214CDBB80039EC4F099D48","019a5253-a6d0-7cfd-b182-c1ca4dbbae0f","019a524e-1850-7fa4-8556-8a611a5fd0c9","[{""page_index"":0,""viewing_time"":24740}]","24741","","","","",""
"","","","","","html-keyboard-response","5","41312","0.0-5.0-0.0","1ED68823D3214CDBB80039EC4F099D48","019a5253-a6d0-7cfd-b182-c1ca4dbbae0f","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_a","",""
"","","","","","html-button-response","6","45025","0.0-5.0-1.0","1ED68823D3214CDBB80039EC4F099D48","019a5253-a6d0-7cfd-b182-c1ca4dbbae0f","019a524e-1850-7fa4-8556-8a611a5fd0c9","","3710","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","deck_choice","1",""
"","","","","","html-keyboard-response","7","52028","0.0-5.0-2.0-0.0-0.0","1ED68823D3214CDBB80039EC4F099D48","019a5253-a6d0-7cfd-b182-c1ca4dbbae0f","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_b","",""
"","","","","","html-keyboard-response","8","59030","0.0-5.0-2.0-0.0-1.0","1ED68823D3214CDBB80039EC4F099D48","019a5253-a6d0-7cfd-b182-c1ca4dbbae0f","019a524e-1850-7fa4-8556-8a611a5fd0c9","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_3/causal_series_3_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","causal_c","",""
"","","","","","survey-likert","9","62106","0.0-5.0-3.0","1ED68823D3214CDBB80039EC4F099D48","019a5253-a6d0-7cfd-b182-c1ca4dbbae0f","019a524e-1850-7fa4-8556-8a611a5fd0c9","","3072","","{""Q0"":0}","surprise_rating","","[0]"
