"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","series","repetition","phase","choice","question_order"
"true","false","[]","[]","[]","preload","0","1553","0.0-0.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","","","","","","","",""
"","","","","","instructions","1","30001","0.0-1.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","[{""page_index"":0,""viewing_time"":28448}]","28448","","","","","","",""
"","","","","","instructions","2","51482","0.0-2.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","[{""page_index"":0,""viewing_time"":21481}]","21481","","","","","","",""
"true","","","","","fullscreen","3","54594","0.0-3.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","2095","","","","","","",""
"","","","","","instructions","4","83127","0.0-4.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","[{""page_index"":0,""viewing_time"":28532}]","28533","","","","","","",""
"","","","","","html-keyboard-response","5","89128","0.0-5.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","A","",""
"","","","","","html-keyboard-response","6","95130","0.0-6.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","B","",""
"","","","","","html-keyboard-response","7","101133","0.0-7.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","C","",""
"","","","","","html-button-response","8","106461","0.0-8.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","5327","
        <div style=""display: flex; justify-content: center; align-items: center;"">
          <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
          <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
        </div>","1","4","1","choice","1",""
"","","","","","html-keyboard-response","9","112472","0.0-9.0-1.0-0.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/semantic/semantic_series_4/semantic_series_4_d.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","4","1","D","",""
"","","","","","survey-likert","10","117099","0.0-10.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","4626","","{""Q0"":4}","4","1","surprise_rating","","[0]"
"","","","","","survey-likert","11","120167","0.0-11.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","3067","","{""Q0"":4}","4","1","enjoyment_rating","","[0]"
"","","","","","html-keyboard-response","12","126178","0.0-12.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/other/blank.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","0","0","blank","",""
"","","","","","html-keyboard-response","13","132181","0.0-13.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_a.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","A","",""
"","","","","","html-keyboard-response","14","138184","0.0-14.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_b.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","B","",""
"","","","","","html-keyboard-response","15","144188","0.0-15.0","291116C20C764C60BF80AF13A7C8F97A","0199db62-9853-786d-aaec-df8c4cd379f1","0199db60-0c70-7be3-948d-e21afdfd0731","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                     <img src=""images/causal/causal_series_2/causal_series_2_c.png"" style=""width: 300px; height: 300px;"" />
                   </div>","null","2","1","C","",""
