"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","phase","offered_color","wait_time","decision"
"true","false","[]","[]","[]","preload","0","504","0.0-0.0","CE2E43AABD99400D876E2FBF7848DF70","019a73fc-fbff-7eaa-8f9a-a55c698c25d4","019a73f3-2330-77da-838d-1b323d7854ea","","","","","","","",""
"","","","","","instructions","1","8685","0.0-1.0","CE2E43AABD99400D876E2FBF7848DF70","019a73fc-fbff-7eaa-8f9a-a55c698c25d4","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":8180}]","8180","","","","","",""
"","","","","","instructions","2","20804","0.0-2.0","CE2E43AABD99400D876E2FBF7848DF70","019a73fc-fbff-7eaa-8f9a-a55c698c25d4","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":12118}]","12118","","","","","",""
"true","","","","","fullscreen","3","24800","0.0-3.0","CE2E43AABD99400D876E2FBF7848DF70","019a73fc-fbff-7eaa-8f9a-a55c698c25d4","019a73f3-2330-77da-838d-1b323d7854ea","","2987","","","","","",""
"","","","","","instructions","4","55825","0.0-4.0","CE2E43AABD99400D876E2FBF7848DF70","019a73fc-fbff-7eaa-8f9a-a55c698c25d4","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":31023}]","31024","","","","","",""
"","","","","","instructions","5","60061","0.0-5.0","CE2E43AABD99400D876E2FBF7848DF70","019a73fc-fbff-7eaa-8f9a-a55c698c25d4","019a73f3-2330-77da-838d-1b323d7854ea","[{""page_index"":0,""viewing_time"":4236}]","4236","","","","","",""
"","","","","","html-keyboard-response","6","64064","0.0-6.0-0.0-0.0","CE2E43AABD99400D876E2FBF7848DF70","019a73fc-fbff-7eaa-8f9a-a55c698c25d4","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_4/causal_series_4_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","none","4000",""
"","","","","","html-button-response","7","69364","0.0-6.0-0.0-1.0","CE2E43AABD99400D876E2FBF7848DF70","019a73fc-fbff-7eaa-8f9a-a55c698c25d4","019a73f3-2330-77da-838d-1b323d7854ea","","5298","<p style=""font-size:22px;"">The next series offered is 
                        <span style=""color:red; font-weight:bold;"">RED</span>.</p>
                      <p>The red series shows an event that has a cause but no clear effect.</p>
                      <p>If you choose to view, you will need to wait <b>12 seconds</b> before seeing the next images.</p>
                      <p>Would you like to view or skip?</p>","1","offer_choice","red","12000","skip"
"","","","","","html-keyboard-response","8","71377","0.0-6.0-0.0-5.0-0.0","CE2E43AABD99400D876E2FBF7848DF70","019a73fc-fbff-7eaa-8f9a-a55c698c25d4","019a73f3-2330-77da-838d-1b323d7854ea","","null","<p style=""font-size:22px;"">Skipping to the next round...</p>","null","skip_screen","red","12000",""
"","","","","","html-keyboard-response","9","75393","0.0-6.0-1.0-0.0","CE2E43AABD99400D876E2FBF7848DF70","019a73fc-fbff-7eaa-8f9a-a55c698c25d4","019a73f3-2330-77da-838d-1b323d7854ea","","null","<div style=""display:flex;justify-content:center;align-items:center;"">
                     <img src=""images/causal/causal_series_10/causal_series_10_a.png"" style=""width:300px;height:300px;"">
                   </div>","null","start","red","12000",""
